"","id","province","RA1c","RA1d","RA1e","RA1f","A2","A3","A4a","C5a","C6a_a","B3a","B4a","D3a","F1a2_1","F1a2_2","F1a2_3","year","wave","time","female","age","corhort","marriage","hukouRural","edu","race","party","incomPer","incomFam","socialLevel","occ","occR","trust_gover","trust_goverR","trust_quxian","trust_xiangzhen"
"156",156,"内蒙古自治区",2,1999,4,1,1,2,1,0,40000,NA,NA,3,4,4,4,2017,4,1,1,18,1,0,1,3,1,0,0,40000,3,NA,NA,4,1,1,1
"157",157,"内蒙古自治区",2,1999,8,1,1,2,1,0,480000,NA,NA,5,4,4,4,2017,4,1,1,18,1,0,1,4,1,0,0,480000,5,NA,NA,4,1,1,1
"158",158,"内蒙古自治区",2,1998,8,1,1,1,2,0,1e+05,NA,NA,4,4,4,4,2017,4,1,1,19,1,0,0,4,1,1,0,1e+05,4,NA,NA,4,1,1,1
"159",159,"内蒙古自治区",2,1998,8,1,1,2,2,0,1e+05,NA,NA,3,8,8,8,2017,4,1,1,19,1,0,0,4,1,0,0,1e+05,3,NA,NA,8,NA,NA,NA
"160",160,"内蒙古自治区",2,1998,3,1,1,4,1,20000,60000,NA,NA,5,3,3,3,2017,4,1,1,19,1,0,1,2,1,0,20000,60000,5,NA,NA,3,1,1,1
"161",161,"内蒙古自治区",2,1999,3,1,1,4,1,1000,70000,NA,NA,3,3,3,3,2017,4,1,1,18,1,0,1,2,1,0,1000,70000,3,NA,NA,3,1,1,1
"162",162,"内蒙古自治区",2,1999,7,1,1,2,1,0,26500,NA,NA,4,4,3,3,2017,4,1,1,18,1,0,1,4,1,0,0,26500,4,NA,NA,4,1,1,1
"163",163,"内蒙古自治区",2,1998,3,2,1,2,1,0,60000,NA,NA,3,2,2,2,2017,4,1,1,19,1,1,1,2,1,0,0,60000,3,NA,NA,2,0,0,0
"164",164,"内蒙古自治区",2,1999,8,1,1,2,2,0,80000,NA,NA,5,3,3,3,2017,4,1,1,18,1,0,0,4,1,0,0,80000,5,NA,NA,3,1,1,1
"165",165,"内蒙古自治区",2,1998,7,1,1,2,1,0,NA,NA,NA,5,4,2,3,2017,4,1,1,19,1,0,1,4,1,0,0,NA,5,NA,NA,4,1,0,1
"166",166,"内蒙古自治区",2,1999,4,1,1,2,2,0,3e+05,NA,NA,2,4,3,3,2017,4,1,1,18,1,0,0,3,1,0,0,3e+05,2,NA,NA,4,1,1,1
"167",167,"辽宁省",2,1999,4,1,1,2,3,0,1e+05,NA,NA,5,3,3,3,2017,4,1,1,18,1,0,0,3,1,0,0,1e+05,5,NA,NA,3,1,1,1
"168",168,"辽宁省",2,1999,7,1,1,2,1,10400,150000,NA,NA,3,2,2,2,2017,4,1,1,18,1,0,1,4,1,0,10400,150000,3,NA,NA,2,0,0,0
"169",169,"辽宁省",2,1999,4,1,1,2,1,0,30000,NA,NA,5,4,4,4,2017,4,1,1,18,1,0,1,3,1,0,0,30000,5,NA,NA,4,1,1,1
"170",170,"辽宁省",2,1998,5,1,1,2,1,0,20000,NA,NA,4,4,4,4,2017,4,1,1,19,1,0,1,3,1,0,0,20000,4,NA,NA,4,1,1,1
"171",171,"辽宁省",2,1999,8,1,1,2,1,0,192000,NA,NA,4,3,3,3,2017,4,1,1,18,1,0,1,4,1,0,0,192000,4,NA,NA,3,1,1,1
"172",172,"辽宁省",2,1998,8,1,1,2,2,0,NA,NA,NA,5,3,3,3,2017,4,1,1,19,1,0,0,4,1,0,0,NA,5,NA,NA,3,1,1,1
"173",173,"辽宁省",2,1999,4,1,1,2,1,0,35000,NA,NA,4,3,3,2,2017,4,1,1,18,1,0,1,3,1,0,0,35000,4,NA,NA,3,1,1,0
"174",174,"辽宁省",2,1998,7,1,3,2,1,4000,25000,NA,NA,4,3,3,3,2017,4,1,1,19,1,0,1,4,0,0,4000,25000,4,NA,NA,3,1,1,1
"175",175,"辽宁省",2,1998,4,1,1,2,1,0,45000,NA,NA,3,4,3,3,2017,4,1,1,19,1,0,1,3,1,0,0,45000,3,NA,NA,4,1,1,1
"176",176,"辽宁省",2,1998,4,1,1,4,1,0,25000,NA,NA,3,3,2,3,2017,4,1,1,19,1,0,1,3,1,0,0,25000,3,NA,NA,3,1,0,1
"177",177,"辽宁省",2,1999,4,1,1,2,3,0,77000,NA,NA,3,3,3,3,2017,4,1,1,18,1,0,0,3,1,0,0,77000,3,NA,NA,3,1,1,1
"178",178,"辽宁省",2,1999,4,1,1,2,1,2000,109200,NA,NA,4,3,3,3,2017,4,1,1,18,1,0,1,3,1,0,2000,109200,4,NA,NA,3,1,1,1
"179",179,"辽宁省",2,1998,4,1,1,2,1,0,25000,NA,NA,3,3,3,3,2017,4,1,1,19,1,0,1,3,1,0,0,25000,3,NA,NA,3,1,1,1
"180",180,"辽宁省",2,1999,7,1,1,4,3,0,NA,NA,NA,5,3,2,2,2017,4,1,1,18,1,0,0,4,1,0,0,NA,5,NA,NA,3,1,0,0
"181",181,"辽宁省",2,1999,4,1,1,2,3,0,2e+05,NA,NA,2,4,4,4,2017,4,1,1,18,1,0,0,3,1,0,0,2e+05,2,NA,NA,4,1,1,1
"182",182,"辽宁省",2,1999,4,1,1,2,2,0,70000,NA,NA,3,3,3,3,2017,4,1,1,18,1,0,0,3,1,0,0,70000,3,NA,NA,3,1,1,1
"183",183,"辽宁省",2,1999,4,1,1,4,1,0,150000,NA,NA,3,3,3,3,2017,4,1,1,18,1,0,1,3,1,0,0,150000,3,NA,NA,3,1,1,1
"184",184,"辽宁省",2,1998,8,1,1,2,3,0,NA,1,8,5,4,4,4,2017,4,1,1,19,1,0,0,4,1,0,0,NA,5,8,0,4,1,1,1
"185",185,"辽宁省",2,1999,4,1,1,2,3,0,150000,1,7,3,4,4,4,2017,4,1,1,18,1,0,0,3,1,0,0,150000,3,7,0,4,1,1,1
"186",186,"辽宁省",2,1998,4,1,1,4,1,0,72000,NA,NA,4,3,3,3,2017,4,1,1,19,1,0,1,3,1,0,0,72000,4,NA,NA,3,1,1,1
"187",187,"辽宁省",2,1999,4,1,1,1,2,3600,72000,NA,NA,4,3,3,3,2017,4,1,1,18,1,0,0,3,1,1,3600,72000,4,NA,NA,3,1,1,1
"188",188,"辽宁省",2,1999,8,1,1,2,2,0,60000,NA,NA,3,4,4,3,2017,4,1,1,18,1,0,0,4,1,0,0,60000,3,NA,NA,4,1,1,1
"189",189,"辽宁省",2,1999,8,1,1,2,1,0,36000,NA,NA,4,3,3,3,2017,4,1,1,18,1,0,1,4,1,0,0,36000,4,NA,NA,3,1,1,1
"190",190,"辽宁省",2,1999,4,1,1,2,2,0,54000,NA,NA,4,4,2,2,2017,4,1,1,18,1,0,0,3,1,0,0,54000,4,NA,NA,4,1,0,0
"191",191,"辽宁省",2,1998,5,1,1,4,2,4500,96000,1,7,3,2,2,2,2017,4,1,1,19,1,0,0,3,1,0,4500,96000,3,7,0,2,0,0,0
"192",192,"辽宁省",2,1998,4,1,1,2,1,0,60000,NA,NA,4,4,2,3,2017,4,1,1,19,1,0,1,3,1,0,0,60000,4,NA,NA,4,1,0,1
"193",193,"辽宁省",2,1998,3,2,1,4,1,0,20000,NA,NA,5,8,2,8,2017,4,1,1,19,1,1,1,2,1,0,0,20000,5,NA,NA,8,NA,0,NA
"194",194,"辽宁省",2,1999,7,1,1,2,1,0,60000,NA,NA,3,4,4,4,2017,4,1,1,18,1,0,1,4,1,0,0,60000,3,NA,NA,4,1,1,1
"195",195,"辽宁省",2,1998,4,1,1,2,1,0,67000,NA,NA,3,3,2,2,2017,4,1,1,19,1,0,1,3,1,0,0,67000,3,NA,NA,3,1,0,0
"196",196,"辽宁省",2,1998,7,1,1,2,3,0,150000,NA,NA,4,4,3,3,2017,4,1,1,19,1,0,0,4,1,0,0,150000,4,NA,NA,4,1,1,1
"197",197,"辽宁省",2,1998,4,1,6,4,1,6000,1000,NA,NA,4,4,4,4,2017,4,1,1,19,1,0,1,3,0,0,6000,1000,4,NA,NA,4,1,1,1
"198",198,"辽宁省",2,1999,4,1,1,2,1,0,130000,NA,NA,3,3,3,3,2017,4,1,1,18,1,0,1,3,1,0,0,130000,3,NA,NA,3,1,1,1
"199",199,"辽宁省",2,1999,4,1,1,2,3,0,120000,NA,NA,5,3,3,3,2017,4,1,1,18,1,0,0,3,1,0,0,120000,5,NA,NA,3,1,1,1
"200",200,"辽宁省",2,1999,5,1,1,4,1,0,48000,1,5,3,4,3,2,2017,4,1,1,18,1,0,1,3,1,0,0,48000,3,5,0,4,1,1,0
"201",201,"辽宁省",2,1998,8,1,1,2,2,0,50000,NA,NA,3,4,4,4,2017,4,1,1,19,1,0,0,4,1,0,0,50000,3,NA,NA,4,1,1,1
"202",202,"吉林省",2,1998,7,1,1,4,2,6000,NA,1,5,4,3,3,3,2017,4,1,1,19,1,0,0,4,1,0,6000,NA,4,5,0,3,1,1,1
"203",203,"吉林省",2,1999,4,1,1,2,2,0,50000,NA,NA,3,4,3,3,2017,4,1,1,18,1,0,0,3,1,0,0,50000,3,NA,NA,4,1,1,1
"204",204,"吉林省",2,1998,8,1,1,2,1,0,120000,NA,NA,3,3,3,3,2017,4,1,1,19,1,0,1,4,1,0,0,120000,3,NA,NA,3,1,1,1
"205",205,"吉林省",2,1999,3,1,1,4,1,3000,20000,NA,NA,3,4,4,4,2017,4,1,1,18,1,0,1,2,1,0,3000,20000,3,NA,NA,4,1,1,1
"206",206,"吉林省",2,1999,4,1,1,2,1,0,51600,NA,NA,3,4,4,4,2017,4,1,1,18,1,0,1,3,1,0,0,51600,3,NA,NA,4,1,1,1
"207",207,"吉林省",2,1998,8,1,1,2,2,0,2e+05,1,7,4,4,4,4,2017,4,1,1,19,1,0,0,4,1,0,0,2e+05,4,7,0,4,1,1,1
"208",208,"吉林省",2,1999,4,1,2,2,2,52000,52000,NA,NA,4,3,3,3,2017,4,1,1,18,1,0,0,3,0,0,52000,52000,4,NA,NA,3,1,1,1
"209",209,"吉林省",2,1998,8,1,1,2,2,0,60000,NA,NA,3,3,2,2,2017,4,1,1,19,1,0,0,4,1,0,0,60000,3,NA,NA,3,1,0,0
"210",210,"吉林省",2,1998,8,1,1,2,2,8000,40000,NA,NA,4,4,3,3,2017,4,1,1,19,1,0,0,4,1,0,8000,40000,4,NA,NA,4,1,1,1
"211",211,"吉林省",2,1999,3,1,8,4,1,1000,30000,NA,NA,4,3,3,3,2017,4,1,1,18,1,0,1,2,0,0,1000,30000,4,NA,NA,3,1,1,1
"212",212,"吉林省",2,1998,4,1,1,2,1,0,9000,NA,NA,5,3,3,3,2017,4,1,1,19,1,0,1,3,1,0,0,9000,5,NA,NA,3,1,1,1
"213",213,"吉林省",2,1998,4,1,1,2,1,50,30000,NA,NA,4,3,2,2,2017,4,1,1,19,1,0,1,3,1,0,50,30000,4,NA,NA,3,1,0,0
"214",214,"吉林省",2,1999,4,1,1,2,1,0,280000,NA,NA,3,4,4,4,2017,4,1,1,18,1,0,1,3,1,0,0,280000,3,NA,NA,4,1,1,1
"215",215,"吉林省",2,1998,1,2,4,4,1,0,800,NA,NA,5,4,4,4,2017,4,1,1,19,1,1,1,0,0,0,0,800,5,NA,NA,4,1,1,1
"216",216,"吉林省",2,1998,3,1,1,2,1,0,4000,NA,NA,4,3,3,3,2017,4,1,1,19,1,0,1,2,1,0,0,4000,4,NA,NA,3,1,1,1
"217",217,"吉林省",2,1998,3,1,1,4,1,24000,1e+05,1,7,3,3,2,2,2017,4,1,1,19,1,0,1,2,1,0,24000,1e+05,3,7,0,3,1,0,0
"218",218,"吉林省",2,1999,3,1,1,4,1,0,20000,NA,NA,5,3,3,3,2017,4,1,1,18,1,0,1,2,1,0,0,20000,5,NA,NA,3,1,1,1
"219",219,"吉林省",2,1998,5,1,1,2,1,0,2000,NA,NA,5,4,2,2,2017,4,1,1,19,1,0,1,3,1,0,0,2000,5,NA,NA,4,1,0,0
"220",220,"吉林省",2,1998,4,1,1,2,1,0,81000,NA,NA,3,4,3,8,2017,4,1,1,19,1,0,1,3,1,0,0,81000,3,NA,NA,4,1,1,NA
"221",221,"吉林省",2,1999,8,1,1,2,1,0,70000,NA,NA,3,3,3,3,2017,4,1,1,18,1,0,1,4,1,0,0,70000,3,NA,NA,3,1,1,1
"222",222,"吉林省",2,1999,4,1,1,2,1,0,52000,NA,NA,4,3,2,2,2017,4,1,1,18,1,0,1,3,1,0,0,52000,4,NA,NA,3,1,0,0
"223",223,"吉林省",2,1998,4,1,1,2,1,10000,50000,1,5,4,3,3,3,2017,4,1,1,19,1,0,1,3,1,0,10000,50000,4,5,0,3,1,1,1
"224",224,"黑龙江省",2,1999,2,1,4,4,1,18000,28000,NA,NA,5,2,3,3,2017,4,1,1,18,1,0,1,1,0,0,18000,28000,5,NA,NA,2,0,1,1
"225",225,"黑龙江省",2,1998,8,1,1,2,1,0,30000,NA,NA,2,8,8,8,2017,4,1,1,19,1,0,1,4,1,0,0,30000,2,NA,NA,8,NA,NA,NA
"226",226,"黑龙江省",2,1998,3,1,1,4,1,20000,20000,NA,NA,3,2,2,2,2017,4,1,1,19,1,0,1,2,1,0,20000,20000,3,NA,NA,2,0,0,0
"227",227,"黑龙江省",2,1998,4,1,1,2,1,0,30000,NA,NA,5,4,2,2,2017,4,1,1,19,1,0,1,3,1,0,0,30000,5,NA,NA,4,1,0,0
"228",228,"黑龙江省",2,1999,8,1,1,2,1,0,40000,NA,NA,3,4,4,4,2017,4,1,1,18,1,0,1,4,1,0,0,40000,3,NA,NA,4,1,1,1
"229",229,"黑龙江省",2,1998,4,1,1,4,1,0,95000,NA,NA,3,4,3,3,2017,4,1,1,19,1,0,1,3,1,0,0,95000,3,NA,NA,4,1,1,1
"230",230,"黑龙江省",2,1999,4,1,1,2,3,0,94500,NA,NA,4,4,3,2,2017,4,1,1,18,1,0,0,3,1,0,0,94500,4,NA,NA,4,1,1,0
"231",231,"黑龙江省",2,1999,5,1,8,2,1,3000,60000,NA,NA,3,8,8,8,2017,4,1,1,18,1,0,1,3,0,0,3000,60000,3,NA,NA,8,NA,NA,NA
"232",232,"黑龙江省",2,1998,4,1,1,4,1,10000,30000,1,5,4,3,3,2,2017,4,1,1,19,1,0,1,3,1,0,10000,30000,4,5,0,3,1,1,0
"233",233,"黑龙江省",2,1998,8,1,1,2,1,0,50000,NA,NA,4,3,3,3,2017,4,1,1,19,1,0,1,4,1,0,0,50000,4,NA,NA,3,1,1,1
"234",234,"黑龙江省",2,1998,8,1,1,2,1,0,30000,NA,NA,4,3,3,3,2017,4,1,1,19,1,0,1,4,1,0,0,30000,4,NA,NA,3,1,1,1
"235",235,"黑龙江省",2,1998,7,1,1,2,1,9000,40000,NA,NA,4,3,3,3,2017,4,1,1,19,1,0,1,4,1,0,9000,40000,4,NA,NA,3,1,1,1
"236",236,"黑龙江省",2,1998,3,2,1,2,1,0,40000,NA,NA,5,3,3,3,2017,4,1,1,19,1,1,1,2,1,0,0,40000,5,NA,NA,3,1,1,1
"237",237,"黑龙江省",2,1999,4,1,8,2,1,0,120000,NA,NA,5,4,3,3,2017,4,1,1,18,1,0,1,3,0,0,0,120000,5,NA,NA,4,1,1,1
"238",238,"黑龙江省",2,1998,4,1,1,2,1,0,40000,1,7,5,3,2,2,2017,4,1,1,19,1,0,1,3,1,0,0,40000,5,7,0,3,1,0,0
"239",239,"黑龙江省",2,1998,8,1,1,2,2,0,90000,NA,NA,3,2,2,2,2017,4,1,1,19,1,0,0,4,1,0,0,90000,3,NA,NA,2,0,0,0
"240",240,"黑龙江省",2,1998,4,1,1,2,1,0,36000,NA,NA,4,3,3,3,2017,4,1,1,19,1,0,1,3,1,0,0,36000,4,NA,NA,3,1,1,1
"241",241,"黑龙江省",2,1998,7,1,5,2,1,0,12700,NA,NA,4,3,4,3,2017,4,1,1,19,1,0,1,4,0,0,0,12700,4,NA,NA,3,1,1,1
"242",242,"黑龙江省",2,1999,4,1,1,2,1,0,30000,NA,NA,4,3,3,2,2017,4,1,1,18,1,0,1,3,1,0,0,30000,4,NA,NA,3,1,1,0
"243",243,"黑龙江省",2,1999,3,1,1,4,1,33600,144000,1,5,3,3,3,3,2017,4,1,1,18,1,0,1,2,1,0,33600,144000,3,5,0,3,1,1,1
"244",244,"黑龙江省",2,1998,8,1,1,2,1,4000,45000,NA,NA,4,3,3,3,2017,4,1,1,19,1,0,1,4,1,0,4000,45000,4,NA,NA,3,1,1,1
"245",245,"黑龙江省",2,1999,5,1,1,2,1,0,39090,NA,NA,4,3,3,3,2017,4,1,1,18,1,0,1,3,1,0,0,39090,4,NA,NA,3,1,1,1
"246",246,"黑龙江省",2,1998,1,1,1,4,1,500,30000,NA,NA,4,4,3,3,2017,4,1,1,19,1,0,1,0,1,0,500,30000,4,NA,NA,4,1,1,1
"247",247,"黑龙江省",2,1998,4,1,1,4,1,600,50000,NA,NA,3,3,3,3,2017,4,1,1,19,1,0,1,3,1,0,600,50000,3,NA,NA,3,1,1,1
"248",248,"黑龙江省",2,1999,4,1,1,2,2,0,36000,NA,NA,5,3,3,3,2017,4,1,1,18,1,0,0,3,1,0,0,36000,5,NA,NA,3,1,1,1
"249",249,"黑龙江省",2,1999,3,2,1,4,1,0,10000,NA,NA,4,4,2,2,2017,4,1,1,18,1,1,1,2,1,0,0,10000,4,NA,NA,4,1,0,0
"250",250,"黑龙江省",2,1998,8,1,1,2,1,0,130000,NA,NA,3,4,4,4,2017,4,1,1,19,1,0,1,4,1,0,0,130000,3,NA,NA,4,1,1,1
"251",251,"黑龙江省",2,1999,4,1,6,2,1,8760,80000,NA,NA,4,4,2,2,2017,4,1,1,18,1,0,1,3,0,0,8760,80000,4,NA,NA,4,1,0,0
"252",252,"黑龙江省",2,1998,4,1,8,2,1,0,20000,NA,NA,5,3,3,3,2017,4,1,1,19,1,0,1,3,0,0,0,20000,5,NA,NA,3,1,1,1
"253",253,"黑龙江省",2,1999,5,1,1,2,1,0,78100,NA,NA,5,3,3,3,2017,4,1,1,18,1,0,1,3,1,0,0,78100,5,NA,NA,3,1,1,1
"254",254,"黑龙江省",2,1999,8,1,1,2,1,0,10000,1,7,4,4,3,3,2017,4,1,1,18,1,0,1,4,1,0,0,10000,4,7,0,4,1,1,1
"255",255,"黑龙江省",2,1999,3,1,5,2,1,0,NA,NA,NA,4,4,3,3,2017,4,1,1,18,1,0,1,2,0,0,0,NA,4,NA,NA,4,1,1,1
"256",256,"江苏省",1,1998,8,1,1,2,2,15000,NA,NA,NA,4,4,4,4,2017,4,1,0,19,1,0,0,4,1,0,15000,NA,4,NA,NA,4,1,1,1
"257",257,"江苏省",1,1995,8,1,1,2,2,3200,75000,NA,NA,3,4,3,3,2017,4,1,0,22,1,0,0,4,1,0,3200,75000,3,NA,NA,4,1,1,1
"258",258,"江苏省",1,1995,7,1,1,2,1,0,20000,NA,NA,5,3,3,3,2017,4,1,0,22,1,0,1,4,1,0,0,20000,5,NA,NA,3,1,1,1
"259",259,"江苏省",1,1996,7,1,1,1,1,0,110000,NA,NA,5,4,4,4,2017,4,1,0,21,1,0,1,4,1,1,0,110000,5,NA,NA,4,1,1,1
"260",260,"江苏省",1,1996,4,1,1,4,3,30000,80000,1,5,4,4,4,4,2017,4,1,0,21,1,0,0,3,1,0,30000,80000,4,5,0,4,1,1,1
"261",261,"江苏省",1,1997,7,1,4,2,3,0,48000,NA,NA,3,3,3,3,2017,4,1,0,20,1,0,0,4,0,0,0,48000,3,NA,NA,3,1,1,1
"262",262,"江苏省",1,1993,4,1,1,4,2,2880,60000,NA,NA,5,4,3,3,2017,4,1,0,24,1,0,0,3,1,0,2880,60000,5,NA,NA,4,1,1,1
"263",263,"江苏省",1,1995,5,1,1,2,1,1e+05,5e+05,1,5,4,8,8,8,2017,4,1,0,22,1,0,1,3,1,0,1e+05,5e+05,4,5,0,8,NA,NA,NA
"264",264,"江苏省",1,1993,8,1,1,4,3,40000,1e+05,1,9,4,2,2,2,2017,4,1,0,24,1,0,0,4,1,0,40000,1e+05,4,9,0,2,0,0,0
"265",265,"江苏省",1,1994,4,1,1,4,1,80000,80000,1,7,4,4,4,4,2017,4,1,0,23,1,0,1,3,1,0,80000,80000,4,7,0,4,1,1,1
"266",266,"江苏省",1,1996,3,1,1,4,2,33600,93600,1,6,5,3,3,2,2017,4,1,0,21,1,0,0,2,1,0,33600,93600,5,6,0,3,1,1,0
"267",267,"江苏省",1,1995,8,1,1,2,2,0,80000,NA,NA,4,4,2,1,2017,4,1,0,22,1,0,0,4,1,0,0,80000,4,NA,NA,4,1,0,0
"268",268,"江苏省",1,1994,3,2,1,4,1,60000,60000,1,11,3,2,8,3,2017,4,1,0,23,1,1,1,2,1,0,60000,60000,3,11,0,2,0,NA,1
"269",269,"江苏省",1,1995,8,1,1,2,1,0,85000,NA,NA,3,4,4,4,2017,4,1,0,22,1,0,1,4,1,0,0,85000,3,NA,NA,4,1,1,1
"270",270,"江苏省",1,1997,3,1,8,4,NA,110000,NA,1,5,4,4,4,4,2017,4,1,0,20,1,0,NA,2,0,0,110000,NA,4,5,0,4,1,1,1
"271",271,"江苏省",1,1993,3,1,1,4,1,30000,50000,NA,NA,5,3,3,3,2017,4,1,0,24,1,0,1,2,1,0,30000,50000,5,NA,NA,3,1,1,1
"272",272,"江苏省",1,1994,4,1,1,4,3,18000,30000,1,11,4,3,3,3,2017,4,1,0,23,1,0,0,3,1,0,18000,30000,4,11,0,3,1,1,1
"273",273,"江苏省",1,1996,8,1,1,2,1,0,NA,NA,NA,3,4,3,3,2017,4,1,0,21,1,0,1,4,1,0,0,NA,3,NA,NA,4,1,1,1
"274",274,"江苏省",1,1995,4,1,1,2,3,60000,150000,1,3,4,3,3,3,2017,4,1,0,22,1,0,0,3,1,0,60000,150000,4,3,1,3,1,1,1
"275",275,"江苏省",1,1995,9,1,1,2,2,0,214000,NA,NA,3,4,4,4,2017,4,1,0,22,1,0,0,4,1,0,0,214000,3,NA,NA,4,1,1,1
"276",276,"浙江省",1,1995,8,1,1,2,1,1000,20000,NA,NA,3,4,4,4,2017,4,1,0,22,1,0,1,4,1,0,1000,20000,3,NA,NA,4,1,1,1
"277",277,"浙江省",1,1994,5,1,1,4,2,39600,1e+05,1,5,4,3,3,3,2017,4,1,0,23,1,0,0,3,1,0,39600,1e+05,4,5,0,3,1,1,1
"278",278,"浙江省",1,1997,4,1,1,2,1,0,17000,NA,NA,5,4,3,2,2017,4,1,0,20,1,0,1,3,1,0,0,17000,5,NA,NA,4,1,1,0
"279",279,"浙江省",1,1996,4,1,1,2,1,0,90000,1,5,3,4,4,3,2017,4,1,0,21,1,0,1,3,1,0,0,90000,3,5,0,4,1,1,1
"280",280,"浙江省",1,1993,8,1,1,2,1,0,70000,NA,NA,3,4,4,4,2017,4,1,0,24,1,0,1,4,1,0,0,70000,3,NA,NA,4,1,1,1
"281",281,"浙江省",1,1994,8,1,1,2,2,0,0,NA,NA,5,3,3,3,2017,4,1,0,23,1,0,0,4,1,0,0,0,5,NA,NA,3,1,1,1
"282",282,"浙江省",1,1997,8,1,1,2,2,0,144000,NA,NA,4,3,3,3,2017,4,1,0,20,1,0,0,4,1,0,0,144000,4,NA,NA,3,1,1,1
"283",283,"浙江省",1,1997,4,1,1,2,1,500,NA,NA,NA,3,3,3,3,2017,4,1,0,20,1,0,1,3,1,0,500,NA,3,NA,NA,3,1,1,1
"284",284,"浙江省",1,1996,8,1,1,2,2,0,98500,NA,NA,3,4,3,3,2017,4,1,0,21,1,0,0,4,1,0,0,98500,3,NA,NA,4,1,1,1
"285",285,"浙江省",1,1997,8,1,1,2,1,0,50000,NA,NA,3,3,3,2,2017,4,1,0,20,1,0,1,4,1,0,0,50000,3,NA,NA,3,1,1,0
"286",286,"浙江省",1,1997,7,1,1,2,1,0,50000,NA,NA,4,4,3,4,2017,4,1,0,20,1,0,1,4,1,0,0,50000,4,NA,NA,4,1,1,1
"287",287,"浙江省",1,1998,7,1,1,2,1,0,61200,NA,NA,3,4,4,3,2017,4,1,0,19,1,0,1,4,1,0,0,61200,3,NA,NA,4,1,1,1
"288",288,"浙江省",1,1995,7,1,1,2,1,0,1e+05,NA,NA,4,4,4,1,2017,4,1,0,22,1,0,1,4,1,0,0,1e+05,4,NA,NA,4,1,1,0
"289",289,"浙江省",1,1994,7,1,1,2,2,5000,5e+05,1,5,3,4,3,3,2017,4,1,0,23,1,0,0,4,1,0,5000,5e+05,3,5,0,4,1,1,1
"290",290,"浙江省",1,1997,4,1,1,2,3,0,42000,1,4,3,3,3,2,2017,4,1,0,20,1,0,0,3,1,0,0,42000,3,4,1,3,1,1,0
"291",291,"浙江省",1,1995,4,1,1,4,1,15000,30000,NA,NA,5,3,3,3,2017,4,1,0,22,1,0,1,3,1,0,15000,30000,5,NA,NA,3,1,1,1
"292",292,"浙江省",1,1995,8,1,1,2,1,NA,NA,NA,NA,4,NA,NA,NA,2017,4,1,0,22,1,0,1,4,1,0,NA,NA,4,NA,NA,NA,NA,NA,NA
"293",293,"浙江省",1,1997,8,1,1,4,1,0,20000,NA,NA,5,3,NA,NA,2017,4,1,0,20,1,0,1,4,1,0,0,20000,5,NA,NA,3,1,NA,NA
"294",294,"浙江省",1,1996,8,1,1,1,1,0,80000,NA,NA,4,4,3,2,2017,4,1,0,21,1,0,1,4,1,1,0,80000,4,NA,NA,4,1,1,0
"295",295,"浙江省",1,1995,4,1,1,4,1,11000,60000,2,11,5,3,3,4,2017,4,1,0,22,1,0,1,3,1,0,11000,60000,5,11,0,3,1,1,1
"296",296,"浙江省",1,1995,4,1,1,4,1,24000,350000,1,5,4,4,3,3,2017,4,1,0,22,1,0,1,3,1,0,24000,350000,4,5,0,4,1,1,1
"297",297,"浙江省",1,1997,3,1,1,2,NA,55000,70000,1,5,5,2,2,2,2017,4,1,0,20,1,0,NA,2,1,0,55000,70000,5,5,0,2,0,0,0
"298",298,"浙江省",1,1994,3,1,1,2,1,70000,150000,1,7,5,3,3,3,2017,4,1,0,23,1,0,1,2,1,0,70000,150000,5,7,0,3,1,1,1
"299",299,"浙江省",1,1993,8,2,1,2,2,45000,82600,NA,NA,4,3,3,3,2017,4,1,0,24,1,1,0,4,1,0,45000,82600,4,NA,NA,3,1,1,1
"300",300,"浙江省",1,1995,4,1,1,4,2,40000,80000,1,5,3,3,3,3,2017,4,1,0,22,1,0,0,3,1,0,40000,80000,3,5,0,3,1,1,1
"301",301,"浙江省",1,1997,5,1,1,2,1,27000,60000,1,5,3,3,3,3,2017,4,1,0,20,1,0,1,3,1,0,27000,60000,3,5,0,3,1,1,1
"302",302,"浙江省",1,1996,8,1,1,5,1,0,150000,NA,NA,3,2,1,1,2017,4,1,0,21,1,0,1,4,1,0,0,150000,3,NA,NA,2,0,0,0
"303",303,"浙江省",1,1994,6,1,3,4,2,80000,80000,1,5,4,4,1,1,2017,4,1,0,23,1,0,0,3,0,0,80000,80000,4,5,0,4,1,0,0
"304",304,"浙江省",1,1997,7,1,1,2,1,20000,30000,NA,NA,4,3,3,3,2017,4,1,0,20,1,0,1,4,1,0,20000,30000,4,NA,NA,3,1,1,1
"305",305,"浙江省",1,1996,8,1,1,2,3,0,130000,NA,NA,5,4,4,4,2017,4,1,0,21,1,0,0,4,1,0,0,130000,5,NA,NA,4,1,1,1
"306",306,"浙江省",1,1994,7,1,1,4,1,0,2e+05,1,4,3,3,3,3,2017,4,1,0,23,1,0,1,4,1,0,0,2e+05,3,4,1,3,1,1,1
"307",307,"浙江省",1,1994,3,2,1,2,1,80000,80000,1,7,4,3,2,2,2017,4,1,0,23,1,1,1,2,1,0,80000,80000,4,7,0,3,1,0,0
"308",308,"浙江省",1,1997,7,1,1,2,3,0,150000,1,5,3,4,3,3,2017,4,1,0,20,1,0,0,4,1,0,0,150000,3,5,0,4,1,1,1
