"","id","a1_1_a","a1b1_a","a1d1","a1e1","a2","a3","a4a","a5a","b3a","b4a","fam_inc","c51a2","c51a3","c51b2","c51b3","c51c2","c51c3","d3a","d3b","d3c","f1a_1","f1a_2","f1a_3","year","wave","time","female","age","corhort","marriage","hukouRural","edu","party","incomFam","socialLevel","occ","occR","occP","occPr","trust_gover","trust_quxian","trust_xiangzhen","trust_goverR","trust_quxianR","trust_xiangzhenR"
"5183",5118005,1969,2,2,3,10,4,1,NA,4,NA,10300,NA,NA,NA,NA,NA,NA,3,5,2,3,3,3,2019,4,1,1,50,3,1,1,1,0,10300,3,NA,0,NA,NA,3,3,3,1,1,1
"5184",3205004,1973,1,3,2,10,4,1,NA,1,6,87000,NA,NA,NA,NA,NA,NA,4,5,4,4,2,2,2019,4,1,0,46,2,1,1,2,0,87000,4,6,0,NA,NA,4,2,2,1,0,0
"5185",4213023,1964,2,3,2,10,4,1,NA,NA,NA,30000,NA,NA,NA,NA,NA,NA,4,3,5,3,2,2,2019,4,1,1,55,3,1,1,2,0,30000,4,NA,NA,NA,NA,3,2,2,1,0,0
"5186",4602067,1962,1,4,2,10,1,1,NA,1,5,65000,NA,NA,NA,NA,NA,NA,3,3,6,4,2,2,2019,4,1,0,57,3,1,1,3,1,65000,3,5,0,NA,NA,4,2,2,1,0,0
"5187",3736007,1968,1,3,2,10,4,1,NA,4,NA,50000,NA,NA,NA,NA,NA,NA,5,5,3,4,4,4,2019,4,1,0,51,3,1,1,2,0,50000,5,NA,0,NA,NA,4,4,4,1,1,1
"5188",3736008,1973,2,3,2,10,4,1,NA,4,NA,58000,NA,NA,NA,NA,NA,NA,3,3,3,4,2,2,2019,4,1,1,46,2,1,1,2,0,58000,3,NA,0,NA,NA,4,2,2,1,0,0
"5189",3205003,1958,1,2,2,10,4,1,NA,1,98,36000,2,1,2,1,1,6,3,3,3,3,5,5,2019,4,1,0,61,3,1,1,1,0,36000,3,98,NA,6,0,3,5,5,1,NA,NA
"5190",3205025,1995,1,8,1,10,4,2,NA,NA,NA,135000,1,6,1,6,NA,NA,4,4,4,4,4,4,2019,4,1,0,24,1,0,0,4,0,135000,4,NA,NA,NA,NA,4,4,4,1,1,1
"5191",6204053,1995,1,3,1,10,4,1,NA,1,10,56200,NA,NA,NA,NA,NA,NA,4,5,2,4,3,3,2019,4,1,0,24,1,0,1,2,0,56200,4,10,0,NA,NA,4,3,3,1,1,1
"5192",3741014,1966,1,3,2,10,1,1,NA,1,7,54010,2,1,2,1,1,8,3,4,3,4,4,4,2019,4,1,0,53,3,1,1,2,1,54010,3,7,0,8,0,4,4,4,1,1,1
"5193",3706013,1975,1,4,2,10,4,2,NA,1,4,50000,1,4,2,1,1,6,5,5,4,4,4,4,2019,4,1,0,44,2,1,0,3,0,50000,5,4,1,6,0,4,4,4,1,1,1
"5194",3205013,1965,1,3,2,10,4,1,NA,1,11,1e+05,2,1,2,1,1,6,3,3,3,4,4,4,2019,4,1,0,54,3,1,1,2,0,1e+05,3,11,0,6,0,4,4,4,1,1,1
"5195",3315081,1965,1,3,2,10,4,1,NA,1,11,40000,NA,NA,NA,NA,NA,NA,4,2,6,4,2,2,2019,4,1,0,54,3,1,1,2,0,40000,4,11,0,NA,NA,4,2,2,1,0,0
"5196",3736010,1950,2,2,5,10,4,1,NA,NA,NA,3000,2,1,2,1,2,1,5,3,3,4,4,1,2019,4,1,1,69,3,0,1,1,0,3000,5,NA,NA,1,1,4,4,1,1,1,0
"5197",3736003,1989,2,9,1,10,1,1,NA,1,3,107000,2,1,2,1,NA,NA,4,4,6,4,4,4,2019,4,1,1,30,2,0,1,4,1,107000,4,3,1,NA,NA,4,4,4,1,1,1
"5198",1312023,1969,1,3,2,12,4,1,NA,1,11,202000,1,2,2,1,1,8,3,2,3,4,3,3,2019,4,1,0,50,3,1,1,2,0,202000,3,11,0,8,0,4,3,3,1,1,1
"5199",3721002,1976,2,3,2,10,4,1,NA,NA,NA,1e+05,2,1,2,1,1,8,2,3,2,3,3,3,2019,4,1,1,43,2,1,1,2,0,1e+05,2,NA,NA,8,0,3,3,3,1,1,1
"5200",3319006,1991,2,4,6,10,2,1,NA,NA,NA,20000,NA,NA,NA,NA,NA,NA,6,6,6,5,5,5,2019,4,1,1,28,1,0,1,3,0,20000,6,NA,NA,NA,NA,5,5,5,NA,NA,NA
"5201",3205017,1962,2,4,2,10,1,1,NA,NA,NA,155000,2,1,2,1,1,6,3,3,3,4,3,3,2019,4,1,1,57,3,1,1,3,1,155000,3,NA,NA,6,0,4,3,3,1,1,1
"5202",6119002,1962,1,1,2,10,4,1,NA,2,11,13300,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,2019,4,1,0,57,3,1,1,0,0,13300,3,11,0,NA,NA,4,4,4,1,1,1
"5203",3741008,1987,2,3,2,10,4,1,NA,1,7,40600,NA,NA,NA,NA,NA,NA,3,4,2,3,3,3,2019,4,1,1,32,2,1,1,2,0,40600,3,7,0,NA,NA,3,3,3,1,1,1
"5204",3323007,1998,2,2,1,10,4,1,NA,1,7,60000,NA,NA,NA,NA,NA,NA,2,3,4,4,3,4,2019,4,1,1,21,1,0,1,1,0,60000,2,7,0,NA,NA,4,3,4,1,1,1
"5205",6212020,1990,1,3,2,13,1,1,NA,4,NA,28000,2,1,2,1,2,1,5,5,3,4,4,4,2019,4,1,0,29,1,1,1,2,1,28000,5,NA,0,1,1,4,4,4,1,1,1
"5206",4603021,1964,2,2,2,10,4,1,NA,4,NA,20000,NA,NA,NA,NA,NA,NA,3,4,3,2,3,2,2019,4,1,1,55,3,1,1,1,0,20000,3,NA,0,NA,NA,2,3,2,0,1,0
"5207",3315026,1953,1,3,2,10,1,1,NA,NA,NA,7200,2,13,2,13,3,13,2,1,3,4,4,4,2019,4,1,0,66,3,1,1,2,1,7200,2,NA,NA,13,NA,4,4,4,1,1,1
"5208",3221023,1951,2,1,2,10,4,2,NA,NA,NA,72000,NA,NA,NA,NA,NA,NA,4,4,4,3,5,5,2019,4,1,1,68,3,1,0,0,0,72000,4,NA,NA,NA,NA,3,5,5,1,NA,NA
"5209",3706079,1970,2,3,2,10,4,3,NA,NA,NA,8200,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4,2019,4,1,1,49,2,1,0,2,0,8200,5,NA,NA,NA,NA,4,4,4,1,1,1
"5210",3722011,1976,2,5,2,10,4,2,NA,1,7,NA,4,14,4,14,1,3,3,3,2,4,4,4,2019,4,1,1,43,2,1,0,3,0,NA,3,7,0,3,1,4,4,4,1,1,1
"5211",3704013,1965,1,2,3,10,4,1,NA,3,5,29000,2,1,2,1,1,6,3,2,4,3,2,3,2019,4,1,0,54,3,1,1,1,0,29000,3,5,0,6,0,3,2,3,1,0,1
"5212",3721010,1981,2,3,3,10,4,1,NA,4,NA,63000,2,1,2,1,1,6,4,4,4,3,3,3,2019,4,1,1,38,2,1,1,2,0,63000,4,NA,0,6,0,3,3,3,1,1,1
"5213",3721001,1989,2,3,2,10,4,1,NA,2,7,170000,2,1,2,1,1,8,4,3,3,3,3,3,2019,4,1,1,30,2,1,1,2,0,170000,4,7,0,8,0,3,3,3,1,1,1
"5214",3221006,1969,2,7,2,10,4,2,NA,NA,NA,80000,1,2,1,3,1,3,4,4,4,3,3,3,2019,4,1,1,50,3,1,0,4,0,80000,4,NA,NA,3,1,3,3,3,1,1,1
"5215",3737025,1965,1,5,2,10,4,2,NA,1,3,NA,1,4,2,1,1,4,3,4,3,4,4,4,2019,4,1,0,54,3,1,0,3,0,NA,3,3,1,4,1,4,4,4,1,1,1
"5216",3728010,1970,1,3,2,10,4,1,NA,2,5,70000,NA,NA,NA,NA,NA,NA,3,4,4,4,3,3,2019,4,1,0,49,2,1,1,2,0,70000,3,5,0,NA,NA,4,3,3,1,1,1
"5217",3704053,1952,2,2,2,10,4,1,NA,4,NA,5000,NA,NA,NA,NA,NA,NA,3,3,3,4,2,3,2019,4,1,1,67,3,1,1,1,0,5000,3,NA,0,NA,NA,4,2,3,1,0,1
"5218",6112010,1991,2,3,2,10,4,1,NA,4,NA,70000,NA,NA,NA,NA,NA,NA,3,5,2,3,2,2,2019,4,1,1,28,1,1,1,2,0,70000,3,NA,0,NA,NA,3,2,2,1,0,0
"5219",3319014,1977,2,3,2,10,4,1,NA,4,NA,83600,NA,NA,NA,NA,NA,NA,5,5,4,3,3,2,2019,4,1,1,42,2,1,1,2,0,83600,5,NA,0,NA,NA,3,3,2,1,1,0
"5220",3706012,1957,1,4,3,10,2,2,NA,4,NA,5000,3,1,3,1,3,1,4,5,1,4,2,2,2019,4,1,0,62,3,1,0,3,0,5000,4,NA,0,1,1,4,2,2,1,0,0
"5221",3722067,1979,1,6,2,10,1,2,NA,1,5,684000,1,4,1,5,1,6,2,4,2,4,4,4,2019,4,1,0,40,2,1,0,3,1,684000,2,5,0,6,0,4,4,4,1,1,1
"5222",3741022,1972,2,5,2,10,4,2,NA,1,2,258000,4,NA,4,NA,1,3,3,3,3,3,3,3,2019,4,1,1,47,2,1,0,3,0,258000,3,2,1,3,1,3,3,3,1,1,1
"5223",3323037,1953,2,2,2,10,4,1,NA,1,11,61640,2,1,2,1,1,11,3,3,3,4,4,4,2019,4,1,1,66,3,1,1,1,0,61640,3,11,0,11,0,4,4,4,1,1,1
"5224",3741011,1962,2,3,2,10,1,2,NA,NA,NA,130000,2,1,2,1,1,6,3,3,3,4,4,4,2019,4,1,1,57,3,1,0,2,1,130000,3,NA,NA,6,0,4,4,4,1,1,1
"5225",3722037,1972,2,5,2,10,4,2,NA,1,3,1e+05,1,3,1,5,1,2,3,4,2,3,3,3,2019,4,1,1,47,2,1,0,3,0,1e+05,3,3,1,2,1,3,3,3,1,1,1
"5226",3706046,1965,2,1,2,10,4,2,NA,NA,NA,40120,2,1,2,1,1,11,3,5,3,4,1,2,2019,4,1,1,54,3,1,0,0,0,40120,3,NA,NA,11,0,4,1,2,1,0,0
"5227",3728019,1977,2,3,2,10,4,1,NA,4,NA,33000,2,1,2,1,2,8,3,4,2,4,3,4,2019,4,1,1,42,2,1,1,2,0,33000,3,NA,0,8,0,4,3,4,1,1,1
"5228",5118020,1976,2,1,2,46,4,1,NA,4,NA,6820,NA,NA,NA,NA,NA,NA,2,2,6,3,2,1,2019,4,1,1,43,2,1,1,0,0,6820,2,NA,0,NA,NA,3,2,1,1,0,0
"5229",4213043,1951,2,2,3,10,4,1,NA,NA,NA,36600,2,1,2,1,1,3,4,4,4,4,4,3,2019,4,1,1,68,3,1,1,1,0,36600,4,NA,NA,3,1,4,4,3,1,1,1
"5230",3704023,1988,2,6,2,10,1,1,NA,1,2,125600,NA,NA,NA,NA,NA,NA,3,5,3,2,2,2,2019,4,1,1,31,2,1,1,3,1,125600,3,2,1,NA,NA,2,2,2,0,0,0
"5231",5118002,1955,1,2,2,10,4,1,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,5,3,2,4,3,3,2019,4,1,0,64,3,1,1,1,0,6000,5,NA,NA,NA,NA,4,3,3,1,1,1
"5232",3728009,1989,2,3,2,10,4,1,NA,4,NA,70000,1,6,2,1,1,6,3,3,3,3,3,3,2019,4,1,1,30,2,1,1,2,0,70000,3,NA,0,6,0,3,3,3,1,1,1
"5233",3222044,1954,2,3,2,10,4,2,NA,NA,NA,160000,NA,NA,NA,NA,NA,NA,4,4,4,3,5,5,2019,4,1,1,65,3,1,0,2,0,160000,4,NA,NA,NA,NA,3,5,5,1,NA,NA
"5234",6118009,1977,2,2,2,10,4,1,NA,4,NA,30000,2,1,2,1,2,1,3,4,3,4,3,3,2019,4,1,1,42,2,1,1,1,0,30000,3,NA,0,1,1,4,3,3,1,1,1
"5235",3722004,1960,1,7,2,10,1,2,NA,1,2,72000,2,1,2,1,1,5,3,4,2,4,4,4,2019,4,1,0,59,3,1,0,4,1,72000,3,2,1,5,0,4,4,4,1,1,1
"5236",3721005,1975,1,8,2,10,4,2,NA,1,3,2e+05,1,4,2,1,1,8,4,4,3,4,3,2,2019,4,1,0,44,2,1,0,4,0,2e+05,4,3,1,8,0,4,3,2,1,1,0
"5237",3736015,1968,1,3,2,10,4,1,NA,3,5,21300,NA,NA,NA,NA,NA,NA,5,5,4,4,3,2,2019,4,1,0,51,3,1,1,2,0,21300,5,5,0,NA,NA,4,3,2,1,1,0
"5238",3736005,1966,2,3,5,10,4,1,NA,4,NA,10000,NA,NA,NA,NA,NA,NA,5,5,5,4,3,3,2019,4,1,1,53,3,0,1,2,0,10000,5,NA,0,NA,NA,4,3,3,1,1,1
"5239",5118008,1976,1,2,2,10,4,1,NA,4,NA,2700,NA,NA,NA,NA,NA,NA,3,4,6,4,2,2,2019,4,1,0,43,2,1,1,1,0,2700,3,NA,0,NA,NA,4,2,2,1,0,0
"5240",3728018,1982,2,4,2,10,4,1,NA,NA,NA,NA,2,1,2,1,2,1,3,3,3,3,3,3,2019,4,1,1,37,2,1,1,3,0,NA,3,NA,NA,1,1,3,3,3,1,1,1
"5241",3319004,1992,2,8,1,10,2,2,NA,1,3,130000,1,8,1,8,NA,NA,3,3,3,3,3,3,2019,4,1,1,27,1,0,0,4,0,130000,3,3,1,NA,NA,3,3,3,1,1,1
"5242",6203018,1952,1,2,5,10,4,1,NA,4,NA,21000,NA,NA,NA,NA,NA,NA,5,5,4,4,3,3,2019,4,1,0,67,3,0,1,1,0,21000,5,NA,0,NA,NA,4,3,3,1,1,1
"5243",6118014,1950,2,1,5,10,4,1,NA,4,NA,1000,NA,NA,NA,NA,NA,NA,3,3,2,4,3,3,2019,4,1,1,69,3,0,1,0,0,1000,3,NA,0,NA,NA,4,3,3,1,1,1
"5244",3319016,1966,2,2,2,10,4,1,NA,NA,NA,138376,2,1,2,1,1,8,3,3,3,4,2,2,2019,4,1,1,53,3,1,1,1,0,138376,3,NA,NA,8,0,4,2,2,1,0,0
"5245",3315021,1973,2,3,2,10,1,1,NA,NA,NA,1e+05,NA,NA,NA,NA,NA,NA,4,3,6,3,3,3,2019,4,1,1,46,2,1,1,2,1,1e+05,4,NA,NA,NA,NA,3,3,3,1,1,1
"5246",3706001,1975,2,7,2,10,4,2,NA,1,3,1e+05,NA,NA,NA,NA,NA,NA,4,5,4,4,4,4,2019,4,1,1,44,2,1,0,4,0,1e+05,4,3,1,NA,NA,4,4,4,1,1,1
"5247",3736013,1954,2,3,2,10,4,1,NA,NA,NA,2200,NA,NA,NA,NA,NA,NA,5,3,5,4,3,1,2019,4,1,1,65,3,1,1,2,0,2200,5,NA,NA,NA,NA,4,3,1,1,1,0
"5248",6203006,1953,2,1,2,10,4,1,NA,4,NA,3000,2,1,2,1,2,1,5,5,5,4,4,4,2019,4,1,1,66,3,1,1,0,0,3000,5,NA,0,1,1,4,4,4,1,1,1
"5249",3736004,1967,2,2,2,10,4,1,NA,4,NA,50000,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,2019,4,1,1,52,3,1,1,1,0,50000,3,NA,0,NA,NA,3,2,2,1,0,0
"5250",3323071,1961,1,4,2,10,4,1,NA,4,NA,1e+05,NA,NA,NA,NA,NA,NA,3,3,6,4,3,3,2019,4,1,0,58,3,1,1,3,0,1e+05,3,NA,0,NA,NA,4,3,3,1,1,1
"5251",3736002,1950,2,4,2,10,4,2,NA,NA,NA,60000,2,1,2,1,1,3,2,3,2,4,4,4,2019,4,1,1,69,3,1,0,3,0,60000,2,NA,NA,3,1,4,4,4,1,1,1
"5252",3737019,1954,2,3,2,10,4,2,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,4,5,4,3,2,5,2019,4,1,1,65,3,1,0,2,0,60000,4,NA,NA,NA,NA,3,2,5,1,0,NA
"5253",3737022,1951,1,2,2,10,4,1,NA,NA,NA,22110,2,1,2,1,2,1,4,5,4,4,4,4,2019,4,1,0,68,3,1,1,1,0,22110,4,NA,NA,1,1,4,4,4,1,1,1
"5254",3737002,1999,2,8,1,10,2,1,NA,NA,NA,NA,1,6,1,6,NA,NA,3,3,2,4,3,3,2019,4,1,1,20,1,0,1,4,0,NA,3,NA,NA,NA,NA,4,3,3,1,1,1
"5255",3737007,1962,2,1,2,10,4,1,NA,NA,NA,NA,1,10,2,1,1,4,3,3,2,4,1,1,2019,4,1,1,57,3,1,1,0,0,NA,3,NA,NA,4,1,4,1,1,1,0,0
"5256",3323010,1957,2,2,2,10,4,2,NA,NA,NA,261250,5,13,1,13,1,4,3,4,6,4,2,2,2019,4,1,1,62,3,1,0,1,0,261250,3,NA,NA,4,1,4,2,2,1,0,0
"5257",3728001,1983,2,3,2,10,4,1,NA,NA,NA,44000,2,1,2,1,1,5,2,4,2,4,3,4,2019,4,1,1,36,2,1,1,2,0,44000,2,NA,NA,5,0,4,3,4,1,1,1
"5258",3728020,1965,1,3,2,10,4,1,NA,4,NA,52400,2,1,2,1,2,1,3,5,1,4,2,1,2019,4,1,0,54,3,1,1,2,0,52400,3,NA,0,1,1,4,2,1,1,0,0
"5259",3728012,1950,2,1,2,10,4,1,NA,4,NA,7400,NA,NA,NA,NA,NA,NA,3,4,2,4,4,4,2019,4,1,1,69,3,1,1,0,0,7400,3,NA,0,NA,NA,4,4,4,1,1,1
"5260",3728015,1963,2,2,2,10,4,1,NA,4,NA,44100,NA,NA,NA,NA,NA,NA,2,4,2,2,4,4,2019,4,1,1,56,3,1,1,1,0,44100,2,NA,0,NA,NA,2,4,4,0,1,1
"5261",NA,1966,2,3,2,10,4,1,NA,1,7,30000,1,5,2,1,1,4,4,4,4,4,2,1,2019,4,1,1,53,3,1,1,2,0,30000,4,7,0,4,1,4,2,1,1,0,0
"5262",1310014,1967,2,4,2,10,4,1,NA,NA,NA,40000,2,1,2,1,1,8,3,4,2,3,3,3,2019,4,1,1,52,3,1,1,3,0,40000,3,NA,NA,8,0,3,3,3,1,1,1
"5263",6105032,1950,2,2,2,10,4,1,NA,NA,NA,57200,2,1,2,1,1,4,3,5,6,5,5,5,2019,4,1,1,69,3,1,1,1,0,57200,3,NA,NA,4,1,5,5,5,NA,NA,NA
"5264",3312023,1951,2,2,2,10,4,1,NA,NA,NA,120000,NA,NA,NA,NA,NA,NA,3,4,3,3,5,5,2019,4,1,1,68,3,1,1,1,0,120000,3,NA,NA,NA,NA,3,5,5,1,NA,NA
"5265",1332071,1983,1,3,2,10,4,1,NA,1,7,230000,NA,NA,NA,NA,NA,NA,2,3,1,2,1,1,2019,4,1,0,36,2,1,1,2,0,230000,2,7,0,NA,NA,2,1,1,0,0,0
"5266",3312015,1985,2,7,2,10,1,1,NA,1,10,240000,NA,NA,NA,NA,NA,NA,4,4,3,4,4,3,2019,4,1,1,34,2,1,1,4,1,240000,4,10,0,NA,NA,4,4,3,1,1,1
"5267",6204024,1987,1,3,2,10,4,1,NA,4,NA,12600,2,1,2,1,2,1,5,5,3,4,4,1,2019,4,1,0,32,2,1,1,2,0,12600,5,NA,0,1,1,4,4,1,1,1,0
"5268",1310013,1984,1,3,2,10,4,1,NA,1,5,40000,2,1,2,1,1,6,3,3,3,2,2,2,2019,4,1,0,35,2,1,1,2,0,40000,3,5,0,6,0,2,2,2,0,0,0
"5269",3706018,1963,1,9,2,10,1,2,NA,1,3,267000,NA,NA,NA,NA,NA,NA,1,1,3,4,4,4,2019,4,1,0,56,3,1,0,4,1,267000,1,3,1,NA,NA,4,4,4,1,1,1
"5270",3704007,1952,1,1,1,10,4,1,NA,NA,NA,6720,NA,NA,NA,NA,NA,NA,4,2,2,4,4,4,2019,4,1,0,67,3,0,1,0,0,6720,4,NA,NA,NA,NA,4,4,4,1,1,1
"5271",4206012,1969,2,3,2,10,4,1,NA,1,5,404000,1,3,2,1,1,14,5,6,6,4,2,1,2019,4,1,1,50,3,1,1,2,0,404000,5,5,0,14,NA,4,2,1,1,0,0
"5272",3312079,1969,1,8,2,10,1,3,NA,1,3,390000,NA,NA,NA,NA,1,4,3,3,3,4,3,3,2019,4,1,0,50,3,1,0,4,1,390000,3,3,1,4,1,4,3,3,1,1,1
"5273",3706071,1978,1,8,2,10,1,2,NA,1,2,180000,1,2,1,3,1,5,3,3,3,4,4,3,2019,4,1,0,41,2,1,0,4,1,180000,3,2,1,5,0,4,4,3,1,1,1
"5274",3721013,1975,2,3,2,10,4,1,NA,2,5,102000,2,1,2,1,1,8,4,3,4,3,3,3,2019,4,1,1,44,2,1,1,2,0,102000,4,5,0,8,0,3,3,3,1,1,1
"5275",4219046,1983,2,4,2,10,4,2,NA,1,5,229300,NA,NA,NA,NA,NA,NA,2,3,2,4,3,3,2019,4,1,1,36,2,1,0,3,0,229300,2,5,0,NA,NA,4,3,3,1,1,1
"5276",3312036,1979,2,7,4,10,4,2,NA,1,7,150000,1,8,1,8,NA,NA,3,2,2,3,5,5,2019,4,1,1,40,2,0,0,4,0,150000,3,7,0,NA,NA,3,5,5,1,NA,NA
"5277",3308008,1988,2,8,2,10,4,2,NA,1,3,318000,1,6,5,13,1,4,3,3,3,3,3,3,2019,4,1,1,31,2,1,0,4,0,318000,3,3,1,4,1,3,3,3,1,1,1
"5278",3704009,1970,2,4,2,10,4,1,NA,2,1,84000,NA,NA,NA,NA,NA,NA,4,4,3,3,3,3,2019,4,1,1,49,2,1,1,3,0,84000,4,1,1,NA,NA,3,3,3,1,1,1
"5279",3308023,1976,2,3,2,10,4,4,NA,1,5,2e+05,2,1,2,1,1,6,3,3,3,4,5,5,2019,4,1,1,43,2,1,NA,2,0,2e+05,3,5,0,6,0,4,5,5,1,NA,NA
"5280",3222037,1982,2,5,2,10,4,2,NA,1,3,140000,NA,NA,NA,NA,NA,NA,3,2,2,3,3,3,2019,4,1,1,37,2,1,0,3,0,140000,3,3,1,NA,NA,3,3,3,1,1,1
"5281",5130009,1958,2,1,3,10,4,2,NA,NA,NA,19600,2,1,2,1,2,1,3,3,3,4,4,4,2019,4,1,1,61,3,1,0,0,0,19600,3,NA,NA,1,1,4,4,4,1,1,1
"5282",4219059,1989,2,7,2,10,4,2,NA,1,5,290000,NA,NA,NA,NA,NA,NA,3,4,3,3,3,3,2019,4,1,1,30,2,1,0,4,0,290000,3,5,0,NA,NA,3,3,3,1,1,1
"5283",1332010,1958,1,3,2,10,4,1,NA,1,5,50000,2,1,2,1,5,13,4,4,6,3,3,3,2019,4,1,0,61,3,1,1,2,0,50000,4,5,0,13,NA,3,3,3,1,1,1
"5284",3721021,1979,1,3,2,10,4,1,NA,NA,NA,90000,2,1,2,1,1,6,4,5,4,3,3,3,2019,4,1,0,40,2,1,1,2,0,90000,4,NA,NA,6,0,3,3,3,1,1,1
"5285",3221021,1975,2,8,2,10,4,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,2019,4,1,1,44,2,1,0,4,0,NA,3,3,1,NA,NA,3,3,2,1,1,0
"5286",1332008,1989,1,7,2,10,4,1,NA,1,7,105000,NA,NA,NA,NA,NA,NA,4,4,4,4,3,3,2019,4,1,0,30,2,1,1,4,0,105000,4,7,0,NA,NA,4,3,3,1,1,1
"5287",1310008,1954,1,2,2,12,4,2,NA,1,5,6000,2,1,2,1,2,1,3,3,3,3,3,3,2019,4,1,0,65,3,1,0,1,0,6000,3,5,0,1,1,3,3,3,1,1,1
"5288",4201012,1994,1,5,1,10,4,1,NA,1,2,97600,NA,NA,NA,NA,NA,NA,4,4,4,3,3,2,2019,4,1,0,25,1,0,1,3,0,97600,4,2,1,NA,NA,3,3,2,1,1,0
"5289",3722017,1990,1,4,2,10,4,1,NA,1,7,NA,NA,NA,NA,NA,NA,NA,3,5,1,4,3,3,2019,4,1,0,29,1,1,1,3,0,NA,3,7,0,NA,NA,4,3,3,1,1,1
"5290",1332022,1973,1,3,2,10,4,1,NA,1,5,150000,2,1,2,1,1,6,3,3,3,4,3,3,2019,4,1,0,46,2,1,1,2,0,150000,3,5,0,6,0,4,3,3,1,1,1
"5291",3208022,1997,2,7,1,10,4,2,NA,NA,NA,180000,NA,NA,NA,NA,NA,NA,4,4,4,3,3,3,2019,4,1,1,22,1,0,0,4,0,180000,4,NA,NA,NA,NA,3,3,3,1,1,1
"5292",1310019,1951,1,3,2,10,4,1,NA,4,NA,1000,1,3,2,1,2,1,5,5,5,4,3,3,2019,4,1,0,68,3,1,1,2,0,1000,5,NA,0,1,1,4,3,3,1,1,1
"5293",1310021,1973,2,2,2,10,4,1,NA,2,7,33000,NA,NA,NA,NA,NA,NA,3,2,1,4,3,3,2019,4,1,1,46,2,1,1,1,0,33000,3,7,0,NA,NA,4,3,3,1,1,1
"5294",3222046,1954,1,7,2,10,4,1,NA,1,5,NA,2,1,2,1,2,1,4,4,6,4,3,3,2019,4,1,0,65,3,1,1,4,0,NA,4,5,0,1,1,4,3,3,1,1,1
"5295",3737023,1959,1,1,2,10,4,1,NA,NA,NA,21000,2,1,2,1,2,1,5,5,5,4,1,1,2019,4,1,0,60,3,1,1,0,0,21000,5,NA,NA,1,1,4,1,1,1,0,0
"5296",3323021,1983,2,3,7,10,4,3,NA,1,7,NA,NA,NA,NA,NA,NA,NA,5,5,6,3,3,3,2019,4,1,1,36,2,NA,0,2,0,NA,5,7,0,NA,NA,3,3,3,1,1,1
"5297",6212002,1965,1,2,2,13,4,1,NA,4,NA,41220,NA,NA,NA,NA,NA,NA,4,5,2,4,4,4,2019,4,1,0,54,3,1,1,1,0,41220,4,NA,0,NA,NA,4,4,4,1,1,1
"5298",3315019,1992,2,8,2,10,1,1,NA,1,5,2e+05,2,1,2,1,1,11,4,4,3,4,3,2,2019,4,1,1,27,1,1,1,4,1,2e+05,4,5,0,11,0,4,3,2,1,1,0
"5299",1310012,1963,1,3,2,10,4,1,NA,2,5,40000,2,1,2,1,3,13,3,3,3,4,4,4,2019,4,1,0,56,3,1,1,2,0,40000,3,5,0,13,NA,4,4,4,1,1,1
"5300",3741024,1994,2,7,2,10,2,1,NA,1,5,50000,2,1,2,1,1,6,3,5,2,3,3,3,2019,4,1,1,25,1,1,1,4,0,50000,3,5,0,6,0,3,3,3,1,1,1
"5301",3722013,1980,2,5,2,10,4,1,NA,1,3,1e+05,NA,NA,NA,NA,NA,NA,4,5,4,3,3,3,2019,4,1,1,39,2,1,1,3,0,1e+05,4,3,1,NA,NA,3,3,3,1,1,1
"5302",3728025,1985,2,3,2,10,4,1,NA,NA,NA,82000,NA,NA,NA,NA,NA,NA,3,4,2,4,4,4,2019,4,1,1,34,2,1,1,2,0,82000,3,NA,NA,NA,NA,4,4,4,1,1,1
"5303",5130024,1992,2,3,2,10,4,2,NA,4,NA,16000,2,13,2,1,1,8,5,4,5,2,1,2,2019,4,1,1,27,1,1,0,2,0,16000,5,NA,0,8,0,2,1,2,0,0,0
"5304",6105059,1980,2,4,2,10,4,1,NA,2,10,80000,2,1,2,1,1,4,3,3,4,3,3,3,2019,4,1,1,39,2,1,1,3,0,80000,3,10,0,4,1,3,3,3,1,1,1
"5305",3208029,1976,2,8,2,10,4,2,NA,1,3,237000,1,5,1,5,1,4,3,3,3,4,3,3,2019,4,1,1,43,2,1,0,4,0,237000,3,3,1,4,1,4,3,3,1,1,1
"5306",3222036,1996,2,8,1,10,2,2,NA,1,5,2e+05,1,6,1,6,NA,NA,4,6,3,3,3,3,2019,4,1,1,23,1,0,0,4,0,2e+05,4,5,0,NA,NA,3,3,3,1,1,1
"5307",5130015,1955,1,3,2,10,4,2,NA,NA,NA,251500,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,2019,4,1,0,64,3,1,0,2,0,251500,3,NA,NA,NA,NA,4,3,3,1,1,1
"5308",NA,1991,1,7,2,10,4,2,NA,1,5,NA,5,15,5,15,5,15,5,5,3,4,4,4,2019,4,1,0,28,1,1,0,4,0,NA,5,5,0,15,NA,4,4,4,1,1,1
