"","id","s41","a2","a3a","s5","a18","a4","a10","a7a","a8a","a43a","a62","a69","a73","a87","a88","a59j","a59k","d302","d303","year","wave","time","province","rural","female","age","corhort","marriage","socialLevel","hukouRural","race","party","party_parter","edu","incomePer","incomeFam","job","occ","occR","occ_parter","occ_parterR","trust_gover","trust_local","trust_goverR","trust_localR"
"9559",9561,330000,1,1955,1,2,NA,4,10,9999999,7,60000,3,4,2,1,3,2,4,4,2010,3,0,"浙江省",0,0,55,3,1,7,0,NA,0,0,4,NA,60000,3,2,1,1,1,4,4,1,1
"9560",9562,330000,1,1978,1,2,1,3,10,9999999,5,9999998,1,NA,NA,NA,5,3,5,4,2010,3,0,"浙江省",0,0,32,2,0,5,0,1,0,NA,4,NA,NA,5,3,0,NA,NA,5,4,1,1
"9561",9563,330000,2,1966,1,2,1,4,4,20000,7,40000,3,4,7,6,5,3,5,4,2010,3,0,"浙江省",0,1,44,2,1,7,0,1,0,0,2,20000,40000,5,3,0,6,0,5,4,1,1
"9562",9564,330000,1,1925,1,2,1,4,2,30000,3,9999998,3,4,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,0,85,4,1,3,0,1,0,0,1,30000,NA,NA,NA,NA,NA,NA,5,5,1,1
"9563",9565,330000,2,1949,1,2,1,4,1,0,5,9999999,3,4,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,1,61,3,1,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,5,5,1,1
"9564",9566,330000,1,1958,1,2,1,4,3,9999999,6,9999999,3,4,5,3,7,3,5,5,2010,3,0,"浙江省",0,0,52,3,1,6,0,1,0,0,1,NA,NA,7,3,0,3,0,5,5,1,1
"9565",9567,330000,2,1971,1,2,1,4,4,30000,7,60000,3,4,5,3,4,1,5,5,2010,3,0,"浙江省",0,1,39,2,1,7,0,1,0,0,2,30000,60000,4,1,1,3,0,5,5,1,1
"9566",9568,330000,1,1954,1,2,1,4,3,18000,4,20000,5,NA,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,0,56,3,0,4,0,1,0,NA,1,18000,20000,NA,NA,NA,NA,NA,5,5,1,1
"9567",9569,330000,2,1943,1,2,1,4,2,0,4,9999998,3,4,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,1,67,3,1,4,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,5,5,1,1
"9568",9570,330000,2,1946,1,2,1,4,2,9999999,6,9999999,3,4,NA,NA,NA,NA,4,3,2010,3,0,"浙江省",0,1,64,3,1,6,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,4,3,1,NA
"9569",9571,330000,1,1949,1,2,1,4,3,20000,7,50000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"浙江省",0,0,61,3,1,7,0,1,0,0,1,20000,50000,NA,NA,NA,NA,NA,5,4,1,1
"9570",9572,330000,1,1943,1,2,1,4,3,20000,6,9999999,3,4,NA,NA,NA,NA,5,4,2010,3,0,"浙江省",0,0,67,3,1,6,0,1,0,0,1,20000,NA,NA,NA,NA,NA,NA,5,4,1,1
"9571",9573,330000,2,1946,1,2,1,4,4,20000,4,20000,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,1,64,3,0,4,0,1,0,NA,2,20000,20000,NA,NA,NA,NA,NA,5,5,1,1
"9572",9574,330000,1,1955,1,2,1,4,4,9999999,5,9999999,3,4,NA,NA,4,1,4,3,2010,3,0,"浙江省",0,0,55,3,1,5,0,1,0,0,2,NA,NA,4,1,1,NA,NA,4,3,1,NA
"9573",9575,330000,1,1958,1,2,1,4,2,25000,7,50000,3,4,5,3,7,3,4,5,2010,3,0,"浙江省",0,0,52,3,1,7,0,1,0,0,1,25000,50000,7,3,0,3,0,4,5,1,1
"9574",9576,330000,2,1959,1,2,1,4,6,24000,8,44000,3,4,5,3,5,3,5,5,2010,3,0,"浙江省",0,1,51,3,1,8,0,1,0,0,3,24000,44000,5,3,0,3,0,5,5,1,1
"9575",9577,330000,1,1987,2,1,6,4,4,20000,5,40000,3,4,NA,NA,2,3,4,4,2010,3,0,"浙江省",1,0,23,1,1,5,1,0,0,0,2,20000,40000,2,3,0,NA,NA,4,4,1,1
"9576",9578,330000,1,1967,2,1,1,4,3,15000,6,30000,3,4,2,3,2,3,4,4,2010,3,0,"浙江省",1,0,43,2,1,6,1,1,0,0,1,15000,30000,2,3,0,3,0,4,4,1,1
"9577",9579,330000,2,1957,2,1,1,4,1,9999998,5,9999998,3,4,3,3,NA,NA,4,4,2010,3,0,"浙江省",1,1,53,3,1,5,1,1,0,0,0,NA,NA,NA,NA,NA,3,1,4,4,1,1
"9578",9580,330000,1,1963,2,1,1,4,4,30000,5,80000,3,4,2,3,2,3,5,5,2010,3,0,"浙江省",1,0,47,2,1,5,1,1,0,0,2,30000,80000,2,3,0,3,0,5,5,1,1
"9579",9581,330000,1,1962,2,1,1,4,4,25000,5,50000,3,4,2,3,5,NA,5,5,2010,3,0,"浙江省",1,0,48,2,1,5,1,1,0,0,2,25000,50000,5,NA,0,3,0,5,5,1,1
"9580",9582,330000,2,1991,2,1,1,3,6,0,4,9999998,1,NA,NA,NA,5,3,4,3,2010,3,0,"浙江省",1,1,19,1,0,4,1,1,0,NA,3,0,NA,5,3,0,NA,NA,4,3,1,NA
"9581",9583,330000,1,1969,2,1,1,4,4,30000,1,50900,3,4,2,3,2,3,5,3,2010,3,0,"浙江省",1,0,41,2,1,1,1,1,0,0,2,30000,50900,2,3,0,3,0,5,3,1,NA
"9582",9584,330000,1,1929,2,1,1,4,2,0,5,9999998,6,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",1,0,81,4,0,5,1,1,0,NA,1,0,NA,NA,NA,NA,NA,NA,4,4,1,1
"9583",9585,330000,2,1965,2,1,1,4,4,40000,5,60000,3,4,2,3,2,3,3,3,2010,3,0,"浙江省",1,1,45,2,1,5,1,1,0,0,2,40000,60000,2,3,0,3,0,3,3,NA,NA
"9584",9586,330000,1,1959,2,1,1,1,4,20000,5,40000,3,4,2,3,5,3,5,4,2010,3,0,"浙江省",1,0,51,3,1,5,1,1,1,0,2,20000,40000,5,3,0,3,0,5,4,1,1
"9585",9587,330000,2,1980,2,1,1,4,3,10000,3,20000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",1,1,30,2,1,3,1,1,0,0,1,10000,20000,NA,NA,NA,NA,NA,4,4,1,1
"9586",9588,330000,2,1962,2,1,1,4,3,20000,4,50000,3,4,5,NA,NA,NA,5,5,2010,3,0,"浙江省",1,1,48,2,1,4,1,1,0,0,1,20000,50000,NA,NA,NA,NA,0,5,5,1,1
"9587",9589,330000,2,1963,2,1,1,3,4,13000,5,26000,3,4,2,3,2,3,3,3,2010,3,0,"浙江省",1,1,47,2,1,5,1,1,0,0,2,13000,26000,2,3,0,3,0,3,3,NA,NA
"9588",9590,330000,1,1958,2,1,1,4,6,30000,5,180000,3,4,5,3,5,3,5,4,2010,3,0,"浙江省",1,0,52,3,1,5,1,1,0,0,3,30000,180000,5,3,0,3,0,5,4,1,1
"9589",9591,330000,2,1981,2,1,1,4,7,18000,5,9999999,3,4,2,3,2,3,2,2,2010,3,0,"浙江省",1,1,29,1,1,5,1,1,0,0,3,18000,NA,2,3,0,3,0,2,2,0,0
"9590",9592,330000,1,1979,2,1,1,4,4,15000,3,60000,3,4,5,3,2,3,4,4,2010,3,0,"浙江省",1,0,31,2,1,3,1,1,0,0,2,15000,60000,2,3,0,3,0,4,4,1,1
"9591",9593,330000,2,1982,2,1,1,4,3,15000,5,55000,3,4,5,3,2,1,4,3,2010,3,0,"浙江省",1,1,28,1,1,5,1,1,0,0,1,15000,55000,2,1,1,3,0,4,3,1,NA
"9592",9594,330000,1,1945,2,1,1,4,3,15000,3,40000,3,4,2,3,2,3,4,4,2010,3,0,"浙江省",1,0,65,3,1,3,1,1,0,0,1,15000,40000,2,3,0,3,0,4,4,1,1
"9593",9595,330000,1,1924,2,1,1,4,2,1080,4,61080,6,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",1,0,86,4,0,4,1,1,0,NA,1,1080,61080,NA,NA,NA,NA,NA,4,4,1,1
"9594",9596,330000,2,1970,2,1,1,4,3,9999998,5,9999998,3,4,5,3,5,3,4,4,2010,3,0,"浙江省",1,1,40,2,1,5,1,1,0,0,1,NA,NA,5,3,0,3,0,4,4,1,1
"9595",9597,330000,2,1947,2,1,1,4,2,9999998,5,9999999,3,4,2,3,NA,NA,5,5,2010,3,0,"浙江省",1,1,63,3,1,5,1,1,0,0,1,NA,NA,NA,NA,NA,3,0,5,5,1,1
"9596",9598,330000,1,1954,2,1,1,1,4,25000,5,45000,3,4,2,3,5,NA,5,5,2010,3,0,"浙江省",1,0,56,3,1,5,1,1,1,0,2,25000,45000,5,NA,0,3,0,5,5,1,1
"9597",9599,330000,1,1944,2,1,1,4,3,10000,7,9999998,3,4,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",1,0,66,3,1,7,1,1,0,0,1,10000,NA,NA,NA,NA,NA,NA,5,5,1,1
"9598",9600,330000,2,1978,2,1,1,3,6,9999998,5,9999998,3,3,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",1,1,32,2,1,5,1,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,4,4,1,1
"9599",9601,330000,1,1945,1,4,1,4,6,5000,2,9999998,1,NA,NA,NA,7,2,4,4,2010,3,0,"浙江省",0,0,65,3,0,2,0,1,0,NA,3,5000,NA,7,2,1,NA,NA,4,4,1,1
"9600",9602,330000,1,1932,1,2,1,4,1,9999998,5,6000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,0,78,4,1,5,0,1,0,0,0,NA,6000,NA,NA,NA,NA,NA,4,4,1,1
"9601",9603,330000,1,1970,1,2,1,4,3,10000,1,9999998,3,4,2,5,2,3,4,3,2010,3,0,"浙江省",0,0,40,2,1,1,0,1,0,0,1,10000,NA,2,3,0,5,0,4,3,1,NA
"9602",9604,330000,1,1928,1,2,1,4,1,16800,3,16800,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,0,82,4,0,3,0,1,0,NA,0,16800,16800,NA,NA,NA,NA,NA,5,5,1,1
"9603",9605,330000,2,1975,1,2,1,4,3,8000,3,17000,3,4,5,NA,NA,NA,NA,NA,2010,3,0,"浙江省",0,1,35,2,1,3,0,1,0,0,1,8000,17000,NA,NA,NA,NA,0,NA,NA,NA,NA
"9604",9606,330000,2,1957,1,2,1,4,3,12000,6,9999998,3,1,5,3,NA,NA,4,4,2010,3,0,"浙江省",0,1,53,3,1,6,0,1,0,1,1,12000,NA,NA,NA,NA,3,0,4,4,1,1
"9605",9607,330000,1,1956,1,2,1,4,4,9999998,4,9999998,3,4,NA,NA,5,NA,4,2,2010,3,0,"浙江省",0,0,54,3,1,4,0,1,0,0,2,NA,NA,5,NA,0,NA,NA,4,2,1,0
"9606",9608,330000,1,1953,1,2,1,4,1,20000,5,180000,4,4,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,0,57,3,0,5,0,1,0,0,0,20000,180000,NA,NA,NA,NA,NA,4,4,1,1
"9607",9609,330000,1,1941,1,2,1,4,3,1000,2,9999998,3,4,NA,NA,5,NA,5,2,2010,3,0,"浙江省",0,0,69,3,1,2,0,1,0,0,1,1000,NA,5,NA,0,NA,NA,5,2,1,0
"9608",9610,330000,2,1973,1,2,1,4,4,9999999,5,9999999,3,1,2,2,2,2,4,3,2010,3,0,"浙江省",0,1,37,2,1,5,0,1,0,1,2,NA,NA,2,2,1,2,1,4,3,1,NA
"9609",9611,330000,1,1946,1,2,1,4,2,17000,5,75000,3,4,2,3,2,3,5,2,2010,3,0,"浙江省",0,0,64,3,1,5,0,1,0,0,1,17000,75000,2,3,0,3,0,5,2,1,0
"9610",9612,330000,1,1952,1,2,1,1,3,10000,3,10000,6,NA,NA,NA,5,NA,3,4,2010,3,0,"浙江省",0,0,58,3,0,3,0,1,1,NA,1,10000,10000,5,NA,0,NA,NA,3,4,NA,1
"9611",9613,330000,2,1953,1,2,1,4,3,6000,5,50000,3,4,5,6,NA,NA,4,4,2010,3,0,"浙江省",0,1,57,3,1,5,0,1,0,0,1,6000,50000,NA,NA,NA,6,0,4,4,1,1
"9612",9614,330000,1,1945,1,4,1,4,3,9600,2,9600,6,NA,NA,NA,NA,NA,5,3,2010,3,0,"浙江省",0,0,65,3,0,2,0,1,0,NA,1,9600,9600,NA,NA,NA,NA,NA,5,3,1,NA
"9613",9615,330000,1,1942,1,4,1,4,4,15000,4,60000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,0,68,3,1,4,0,1,0,0,2,15000,60000,NA,NA,NA,NA,NA,5,5,1,1
"9614",9616,330000,2,1976,1,4,1,4,4,9999999,5,9999999,3,4,3,1,5,3,4,4,2010,3,0,"浙江省",0,1,34,2,1,5,0,1,0,0,2,NA,NA,5,3,0,1,1,4,4,1,1
"9615",9617,330000,2,1921,1,2,1,4,2,4500,6,60000,6,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,1,89,4,0,6,0,1,0,NA,1,4500,60000,NA,NA,NA,NA,NA,4,4,1,1
"9616",9618,330000,1,1975,1,2,1,4,7,50000,5,1e+05,3,4,2,3,3,1,3,3,2010,3,0,"浙江省",0,0,35,2,1,5,0,1,0,0,3,50000,1e+05,3,1,1,3,0,3,3,NA,NA
"9617",9619,330000,2,1960,1,2,1,4,3,9999998,5,9999998,3,4,2,3,NA,NA,3,4,2010,3,0,"浙江省",0,1,50,3,1,5,0,1,0,0,1,NA,NA,NA,NA,NA,3,0,3,4,NA,1
"9618",9620,330000,1,1957,1,2,1,4,4,25000,7,1e+05,3,4,NA,NA,2,3,4,2,2010,3,0,"浙江省",0,0,53,3,1,7,0,1,0,0,2,25000,1e+05,2,3,0,NA,NA,4,2,1,0
"9619",9621,330000,1,1966,1,1,1,4,1,9999998,2,13000,1,NA,NA,NA,2,3,2,2,2010,3,0,"浙江省",0,0,44,2,0,2,1,1,0,NA,0,NA,13000,2,3,0,NA,NA,2,2,0,0
"9620",9622,330000,1,1952,1,2,1,4,3,1000,4,9999998,3,4,NA,NA,5,NA,4,4,2010,3,0,"浙江省",0,0,58,3,1,4,0,1,0,0,1,1000,NA,5,NA,0,NA,NA,4,4,1,1
"9621",9623,330000,1,1992,1,1,1,4,4,12000,3,9999998,1,NA,NA,NA,2,3,5,5,2010,3,0,"浙江省",0,0,18,1,0,3,1,1,0,NA,2,12000,NA,2,3,0,NA,NA,5,5,1,1
"9622",9624,330000,1,1951,1,2,1,4,3,55000,7,60000,3,4,NA,NA,3,1,4,4,2010,3,0,"浙江省",0,0,59,3,1,7,0,1,0,0,1,55000,60000,3,1,1,NA,NA,4,4,1,1
"9623",9625,330000,1,1955,2,1,1,4,3,18000,4,20000,3,4,NA,NA,2,3,5,5,2010,3,0,"浙江省",1,0,55,3,1,4,1,1,0,0,1,18000,20000,2,3,0,NA,NA,5,5,1,1
"9624",9626,330000,1,1959,2,1,1,4,4,30000,3,40000,3,4,2,3,NA,NA,5,3,2010,3,0,"浙江省",1,0,51,3,1,3,1,1,0,0,2,30000,40000,NA,NA,NA,3,0,5,3,1,NA
"9625",9627,330000,1,1959,2,1,1,4,6,50000,7,50000,3,4,NA,NA,2,2,5,5,2010,3,0,"浙江省",1,0,51,3,1,7,1,1,0,0,3,50000,50000,2,2,1,NA,NA,5,5,1,1
"9626",9628,330000,1,1948,2,1,1,4,3,10000,6,1e+05,3,4,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",1,0,62,3,1,6,1,1,0,0,1,10000,1e+05,NA,NA,NA,NA,NA,4,4,1,1
"9627",9629,330000,1,1982,2,2,1,4,4,20000,5,40000,3,4,2,3,2,3,5,4,2010,3,0,"浙江省",1,0,28,1,1,5,0,1,0,0,2,20000,40000,2,3,0,3,0,5,4,1,1
"9628",9630,330000,1,1951,2,1,1,1,1,10000,6,50000,3,4,5,6,2,3,4,4,2010,3,0,"浙江省",1,0,59,3,1,6,1,1,1,0,0,10000,50000,2,3,0,6,0,4,4,1,1
"9629",9631,330000,1,1952,2,2,1,4,3,18000,2,9999998,6,NA,NA,NA,2,3,5,5,2010,3,0,"浙江省",1,0,58,3,0,2,0,1,0,NA,1,18000,NA,2,3,0,NA,NA,5,5,1,1
"9630",9632,330000,2,1954,2,1,1,4,3,0,2,9999998,3,4,7,2,NA,NA,4,4,2010,3,0,"浙江省",1,1,56,3,1,2,1,1,0,0,1,0,NA,NA,NA,NA,2,1,4,4,1,1
"9631",9633,330000,1,1967,2,2,1,1,4,25000,5,45000,3,4,2,5,5,NA,5,5,2010,3,0,"浙江省",1,0,43,2,1,5,0,1,1,0,2,25000,45000,5,NA,0,5,0,5,5,1,1
"9632",9634,330000,2,1937,2,1,1,4,1,9999998,5,9999998,3,4,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",1,1,73,4,1,5,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
"9633",9635,330000,2,1969,2,1,1,4,3,20000,10,50000,3,4,2,3,2,3,4,4,2010,3,0,"浙江省",1,1,41,2,1,10,1,1,0,0,1,20000,50000,2,3,0,3,0,4,4,1,1
"9634",9636,330000,2,1970,2,2,1,4,3,30000,5,37200,5,NA,NA,NA,5,3,4,2,2010,3,0,"浙江省",1,1,40,2,0,5,0,1,0,NA,1,30000,37200,5,3,0,NA,NA,4,2,1,0
"9635",9637,330000,1,1938,2,1,1,4,3,9999998,4,9999998,5,NA,NA,NA,5,3,5,4,2010,3,0,"浙江省",1,0,72,4,0,4,1,1,0,NA,1,NA,NA,5,3,0,NA,NA,5,4,1,1
"9636",9638,330000,1,1986,2,1,6,4,4,9999998,2,9999998,1,NA,NA,NA,5,NA,4,4,2010,3,0,"浙江省",1,0,24,1,0,2,1,0,0,NA,2,NA,NA,5,NA,0,NA,NA,4,4,1,1
"9637",9639,330000,2,1976,2,1,1,4,4,30000,3,120000,3,4,7,6,2,3,5,5,2010,3,0,"浙江省",1,1,34,2,1,3,1,1,0,0,2,30000,120000,2,3,0,6,0,5,5,1,1
"9638",9640,330000,2,1970,2,2,1,4,3,0,5,9999999,3,1,1,NA,NA,NA,5,5,2010,3,0,"浙江省",1,1,40,2,1,5,0,1,0,1,1,0,NA,NA,NA,NA,NA,1,5,5,1,1
"9639",9641,330000,2,1986,2,2,1,1,10,30000,3,9999998,3,1,2,3,2,3,4,4,2010,3,0,"浙江省",1,1,24,1,1,3,0,1,1,1,4,30000,NA,2,3,0,3,0,4,4,1,1
"9640",9642,330000,2,1936,2,1,1,4,1,1800,3,9999998,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",1,1,74,4,0,3,1,1,0,NA,0,1800,NA,NA,NA,NA,NA,NA,5,5,1,1
"9641",9643,330000,1,1929,2,1,1,4,2,5000,3,9999998,3,4,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",1,0,81,4,1,3,1,1,0,0,1,5000,NA,NA,NA,NA,NA,NA,5,5,1,1
"9642",9644,330000,1,1971,2,1,1,4,4,2e+05,7,4e+05,3,4,5,3,2,3,4,3,2010,3,0,"浙江省",1,0,39,2,1,7,1,1,0,0,2,2e+05,4e+05,2,3,0,3,0,4,3,1,NA
"9643",9645,330000,2,1980,2,1,1,4,1,9999999,NA,30000,3,4,7,6,NA,NA,4,4,2010,3,0,"浙江省",1,1,30,2,1,NA,1,1,0,0,0,NA,30000,NA,NA,NA,6,0,4,4,1,1
"9644",9646,330000,1,1962,2,1,1,4,3,55000,6,9999998,3,4,5,3,5,3,4,4,2010,3,0,"浙江省",1,0,48,2,1,6,1,1,0,0,1,55000,NA,5,3,0,3,0,4,4,1,1
"9645",9647,330000,1,1971,2,1,1,4,4,50000,5,58000,3,4,NA,NA,5,NA,5,4,2010,3,0,"浙江省",1,0,39,2,1,5,1,1,0,0,2,50000,58000,5,NA,0,NA,NA,5,4,1,1
"9646",9648,330000,2,1973,2,1,1,4,4,10000,4,50000,3,4,2,3,2,3,5,3,2010,3,0,"浙江省",1,1,37,2,1,4,1,1,0,0,2,10000,50000,2,3,0,3,0,5,3,1,NA
"9647",9649,330000,1,1962,1,2,1,1,10,1e+05,5,150000,3,4,2,1,2,1,4,4,2010,3,0,"浙江省",0,0,48,2,1,5,0,1,1,0,4,1e+05,150000,2,1,1,1,1,4,4,1,1
"9648",9650,330000,2,1929,1,2,1,4,2,12000,9,12000,6,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,1,81,4,0,9,0,1,0,NA,1,12000,12000,NA,NA,NA,NA,NA,4,4,1,1
"9649",9651,330000,1,1951,1,4,1,4,4,12000,5,60000,3,4,NA,NA,5,3,4,4,2010,3,0,"浙江省",0,0,59,3,1,5,0,1,0,0,2,12000,60000,5,3,0,NA,NA,4,4,1,1
"9650",9652,330000,1,1962,1,2,1,4,6,9999999,5,9999999,3,4,2,3,NA,NA,3,3,2010,3,0,"浙江省",0,0,48,2,1,5,0,1,0,0,3,NA,NA,NA,NA,NA,3,0,3,3,NA,NA
"9651",9653,330000,1,1967,1,2,1,4,5,10000,3,20000,3,4,7,2,2,2,4,4,2010,3,0,"浙江省",0,0,43,2,1,3,0,1,0,0,3,10000,20000,2,2,1,2,1,4,4,1,1
"9652",9654,330000,1,1940,1,4,1,1,3,24000,5,26000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,0,70,4,1,5,0,1,1,0,1,24000,26000,NA,NA,NA,NA,NA,5,5,1,1
"9653",9655,330000,2,1960,1,2,1,3,6,20000,5,50000,3,3,5,3,5,3,4,4,2010,3,0,"浙江省",0,1,50,3,1,5,0,1,0,0,3,20000,50000,5,3,0,3,0,4,4,1,1
"9654",9656,330000,2,1956,1,4,1,1,6,16800,5,99600,3,4,NA,NA,NA,NA,4,2,2010,3,0,"浙江省",0,1,54,3,1,5,0,1,1,0,3,16800,99600,NA,NA,NA,NA,NA,4,2,1,0
"9655",9657,330000,1,1957,1,2,1,1,7,1e+05,6,150000,3,3,NA,NA,3,2,4,4,2010,3,0,"浙江省",0,0,53,3,1,6,0,1,1,0,3,1e+05,150000,3,2,1,NA,NA,4,4,1,1
"9656",9658,330000,1,1956,1,2,1,4,4,50000,6,50000,3,4,5,3,5,3,3,3,2010,3,0,"浙江省",0,0,54,3,1,6,0,1,0,0,2,50000,50000,5,3,0,3,0,3,3,NA,NA
"9657",9659,330000,1,1970,1,1,1,4,9,75000,4,150000,3,4,2,1,2,1,4,4,2010,3,0,"浙江省",0,0,40,2,1,4,1,1,0,0,4,75000,150000,2,1,1,1,1,4,4,1,1
"9658",9660,330000,1,1990,1,2,1,3,10,9999999,6,1e+05,1,NA,NA,NA,NA,NA,4,3,2010,3,0,"浙江省",0,0,20,1,0,6,0,1,0,NA,4,NA,1e+05,NA,NA,NA,NA,NA,4,3,1,NA
"9659",9661,330000,1,1975,1,2,1,1,12,65000,6,9999998,3,4,3,1,1,NA,4,4,2010,3,0,"浙江省",0,0,35,2,1,6,0,1,1,0,4,65000,NA,1,NA,1,1,1,4,4,1,1
"9660",9662,330000,2,1974,1,2,1,4,11,9999998,6,9999999,3,1,3,1,3,1,5,4,2010,3,0,"浙江省",0,1,36,2,1,6,0,1,0,1,4,NA,NA,3,1,1,1,1,5,4,1,1
"9661",9663,330000,1,1949,1,2,1,3,4,25000,5,60000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,0,61,3,1,5,0,1,0,0,2,25000,60000,NA,NA,NA,NA,NA,4,4,1,1
"9662",9664,330000,1,1951,1,2,1,4,4,12000,1,12000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"浙江省",0,0,59,3,1,1,0,1,0,0,2,12000,12000,NA,NA,NA,NA,NA,5,4,1,1
"9663",9665,330000,2,1957,1,2,1,4,9,9999998,5,9999999,3,3,NA,NA,5,3,5,5,2010,3,0,"浙江省",0,1,53,3,1,5,0,1,0,0,4,NA,NA,5,3,0,NA,NA,5,5,1,1
"9664",9666,330000,2,1979,1,2,1,4,10,46000,4,46000,1,NA,NA,NA,2,3,5,3,2010,3,0,"浙江省",0,1,31,2,0,4,0,1,0,NA,4,46000,46000,2,3,0,NA,NA,5,3,1,NA
"9665",9667,330000,1,1954,1,2,1,1,12,1e+05,5,9999998,3,4,NA,NA,1,NA,5,3,2010,3,0,"浙江省",0,0,56,3,1,5,0,1,1,0,4,1e+05,NA,1,NA,1,NA,NA,5,3,1,NA
"9666",9668,330000,2,1932,1,2,1,4,7,50000,6,1e+05,3,4,NA,NA,NA,NA,5,1,2010,3,0,"浙江省",0,1,78,4,1,6,0,1,0,0,3,50000,1e+05,NA,NA,NA,NA,NA,5,1,1,0
"9667",9669,330000,2,1950,1,2,1,4,1,20000,2,1e+05,3,4,NA,NA,NA,NA,5,1,2010,3,0,"浙江省",0,1,60,3,1,2,0,1,0,0,0,20000,1e+05,NA,NA,NA,NA,NA,5,1,1,0
"9668",9670,330000,2,1965,1,1,1,4,8,50000,5,70000,3,4,2,3,5,3,5,1,2010,3,0,"浙江省",0,1,45,2,1,5,1,1,0,0,3,50000,70000,5,3,0,3,0,5,1,1,0
"9669",9671,330000,2,1952,1,2,1,1,9,20000,5,59000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"浙江省",0,1,58,3,1,5,0,1,1,0,4,20000,59000,NA,NA,NA,NA,NA,5,4,1,1
"9670",9672,330000,2,1988,1,1,1,4,4,25000,4,9999998,1,NA,NA,NA,7,NA,NA,NA,2010,3,0,"浙江省",0,1,22,1,0,4,1,1,0,NA,2,25000,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"9671",9673,330000,2,1980,1,1,1,4,6,30000,4,80000,3,4,5,3,2,3,4,3,2010,3,0,"浙江省",0,1,30,2,1,4,1,1,0,0,3,30000,80000,2,3,0,3,0,4,3,1,NA
"9672",9674,330000,1,1957,1,2,1,4,3,16800,4,9999998,3,4,5,6,NA,NA,4,4,2010,3,0,"浙江省",0,0,53,3,1,4,0,1,0,0,1,16800,NA,NA,NA,NA,6,0,4,4,1,1
"9673",9675,330000,1,1984,1,4,1,3,12,50000,8,250000,1,NA,NA,NA,2,3,4,4,2010,3,0,"浙江省",0,0,26,1,0,8,0,1,0,NA,4,50000,250000,2,3,0,NA,NA,4,4,1,1
"9674",9676,330000,2,1967,1,2,1,4,6,40000,5,90000,3,4,1,NA,2,2,5,4,2010,3,0,"浙江省",0,1,43,2,1,5,0,1,0,0,3,40000,90000,2,2,1,NA,1,5,4,1,1
"9675",9677,330000,2,1948,1,2,1,4,6,19200,7,9999999,6,NA,NA,NA,NA,NA,3,3,2010,3,0,"浙江省",0,1,62,3,0,7,0,1,0,NA,3,19200,NA,NA,NA,NA,NA,NA,3,3,NA,NA
"9676",9678,330000,1,1962,1,4,1,4,4,50000,4,50000,3,4,NA,NA,5,3,5,1,2010,3,0,"浙江省",0,0,48,2,1,4,0,1,0,0,2,50000,50000,5,3,0,NA,NA,5,1,1,0
"9677",9679,330000,1,1971,1,4,1,4,4,2e+05,4,2e+05,3,4,NA,NA,2,3,5,5,2010,3,0,"浙江省",0,0,39,2,1,4,0,1,0,0,2,2e+05,2e+05,2,3,0,NA,NA,5,5,1,1
"9678",9680,330000,1,1968,1,2,1,4,4,50000,3,1e+05,3,4,NA,NA,2,1,5,4,2010,3,0,"浙江省",0,0,42,2,1,3,0,1,0,0,2,50000,1e+05,2,1,1,NA,NA,5,4,1,1
"9679",9681,330000,2,1951,1,2,1,4,3,12000,5,22000,3,4,NA,NA,5,NA,2,2,2010,3,0,"浙江省",0,1,59,3,1,5,0,1,0,0,1,12000,22000,5,NA,0,NA,NA,2,2,0,0
