"","id","s41","a2","a3a","s5","a18","a4","a10","a7a","a8a","a43a","a62","a69","a73","a87","a88","a59j","a59k","d302","d303","year","wave","time","province","rural","female","age","corhort","marriage","socialLevel","hukouRural","race","party","party_parter","edu","incomePer","incomeFam","job","occ","occR","occ_parter","occ_parterR","trust_gover","trust_local","trust_goverR","trust_localR"
"120",120,5e+05,2,1988,1,1,1,4,12,15000,5,30000,3,4,5,3,NA,NA,5,2,2010,3,0,"重庆市",0,1,22,1,1,5,1,1,0,0,4,15000,30000,NA,NA,NA,3,0,5,2,1,0
"121",121,5e+05,1,1965,1,1,1,4,4,10000,2,20000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"重庆市",0,0,45,2,1,2,1,1,0,0,2,10000,20000,NA,NA,NA,NA,NA,4,4,1,1
"122",122,5e+05,2,1970,1,2,1,4,3,0,2,12000,3,4,2,1,NA,NA,3,3,2010,3,0,"重庆市",0,1,40,2,1,2,0,1,0,0,1,0,12000,NA,NA,NA,1,1,3,3,NA,NA
"123",123,5e+05,2,1952,1,2,1,4,4,9999997,2,36000,3,4,2,3,NA,NA,4,3,2010,3,0,"重庆市",0,1,58,3,1,2,0,1,0,0,2,NA,36000,NA,NA,NA,3,0,4,3,1,NA
"124",124,5e+05,2,1966,1,2,1,4,3,9999999,3,15000,3,4,5,3,NA,NA,5,3,2010,3,0,"重庆市",0,1,44,2,1,3,0,1,0,0,1,NA,15000,NA,NA,NA,3,0,5,3,1,NA
"125",125,5e+05,1,1940,1,2,1,1,7,9999999,5,28000,3,4,NA,NA,NA,NA,5,3,2010,3,0,"重庆市",0,0,70,4,1,5,0,1,1,0,3,NA,28000,NA,NA,NA,NA,NA,5,3,1,NA
"126",126,5e+05,2,1934,1,2,1,4,1,9999999,1,9999999,6,NA,NA,NA,NA,NA,2,2,2010,3,0,"重庆市",0,1,76,4,0,1,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0
"127",127,5e+05,1,1936,1,2,1,1,3,2900,3,3100,3,1,NA,NA,NA,NA,NA,NA,2010,3,0,"重庆市",0,0,74,4,1,3,0,1,1,1,1,2900,3100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,5e+05,1,1956,1,1,1,4,4,8000,5,28500,3,4,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",0,0,54,3,1,5,1,1,0,0,2,8000,28500,NA,NA,NA,NA,NA,5,5,1,1
"129",129,5e+05,2,1954,1,2,1,4,4,15000,5,15000,6,NA,NA,NA,NA,NA,4,4,2010,3,0,"重庆市",0,1,56,3,0,5,0,1,0,NA,2,15000,15000,NA,NA,NA,NA,NA,4,4,1,1
"130",130,5e+05,2,1955,1,1,1,4,3,400,1,9999998,3,4,NA,NA,NA,NA,4,1,2010,3,0,"重庆市",0,1,55,3,1,1,1,1,0,0,1,400,NA,NA,NA,NA,NA,NA,4,1,1,0
"131",131,5e+05,1,1982,1,1,1,4,4,16000,1,16000,3,4,NA,NA,NA,NA,3,2,2010,3,0,"重庆市",0,0,28,1,1,1,1,1,0,0,2,16000,16000,NA,NA,NA,NA,NA,3,2,NA,0
"132",132,5e+05,2,1936,1,1,1,4,1,9999997,1,9999998,6,NA,NA,NA,NA,NA,4,2,2010,3,0,"重庆市",0,1,74,4,0,1,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,4,2,1,0
"133",133,5e+05,1,1949,1,2,1,4,3,5000,2,8500,3,4,5,3,5,NA,4,2,2010,3,0,"重庆市",0,0,61,3,1,2,0,1,0,0,1,5000,8500,5,NA,0,3,0,4,2,1,0
"134",134,5e+05,2,1954,1,1,1,4,1,0,3,7000,3,1,NA,NA,NA,NA,5,3,2010,3,0,"重庆市",0,1,56,3,1,3,1,1,0,1,0,0,7000,NA,NA,NA,NA,NA,5,3,1,NA
"135",135,5e+05,2,1947,1,1,1,4,3,1800,2,15000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"重庆市",0,1,63,3,1,2,1,1,0,0,1,1800,15000,NA,NA,NA,NA,NA,4,3,1,NA
"136",136,5e+05,2,1948,1,2,1,4,3,0,1,9999999,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",0,1,62,3,0,1,0,1,0,NA,1,0,NA,NA,NA,NA,NA,NA,5,5,1,1
"137",137,5e+05,2,1936,1,2,1,4,1,0,1,0,6,NA,NA,NA,NA,NA,4,4,2010,3,0,"重庆市",0,1,74,4,0,1,0,1,0,NA,0,0,0,NA,NA,NA,NA,NA,4,4,1,1
"138",138,5e+05,2,1989,2,1,1,4,9,7000,2,9999998,1,NA,NA,NA,2,3,4,2,2010,3,0,"重庆市",1,1,21,1,0,2,1,1,0,NA,4,7000,NA,2,3,0,NA,NA,4,2,1,0
"139",139,5e+05,1,1936,1,2,1,4,3,45000,6,52500,3,4,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",0,0,74,4,1,6,0,1,0,0,1,45000,52500,NA,NA,NA,NA,NA,5,5,1,1
"140",140,5e+05,2,1947,2,1,1,4,2,2000,5,2000,6,NA,NA,NA,NA,NA,2,2,2010,3,0,"重庆市",1,1,63,3,0,5,1,1,0,NA,1,2000,2000,NA,NA,NA,NA,NA,2,2,0,0
"141",141,5e+05,2,1971,1,1,1,4,4,9999999,2,9999999,3,4,2,3,2,3,4,2,2010,3,0,"重庆市",0,1,39,2,1,2,1,1,0,0,2,NA,NA,2,3,0,3,0,4,2,1,0
"142",142,5e+05,2,1991,1,2,1,3,6,9999997,5,25000,1,NA,NA,NA,2,4,5,4,2010,3,0,"重庆市",0,1,19,1,0,5,0,1,0,NA,3,NA,25000,2,4,0,NA,NA,5,4,1,1
"143",143,5e+05,2,1968,1,1,1,4,3,9999999,4,9999998,3,4,2,3,NA,NA,4,5,2010,3,0,"重庆市",0,1,42,2,1,4,1,1,0,0,1,NA,NA,NA,NA,NA,3,0,4,5,1,1
"144",144,5e+05,1,1976,2,1,1,3,4,20000,6,40000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,0,34,2,1,6,1,1,0,0,2,20000,40000,NA,NA,NA,NA,NA,5,4,1,1
"145",145,5e+05,2,1982,2,1,1,4,4,2500,6,15000,3,4,2,3,NA,NA,4,4,2010,3,0,"重庆市",1,1,28,1,1,6,1,1,0,0,2,2500,15000,NA,NA,NA,3,0,4,4,1,1
"146",146,5e+05,1,1974,2,1,1,4,4,500,7,46000,3,3,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,0,36,2,1,7,1,1,0,0,2,500,46000,NA,NA,NA,NA,NA,5,4,1,1
"147",147,5e+05,1,1958,2,1,1,4,12,7500,6,13000,3,4,NA,NA,5,3,5,4,2010,3,0,"重庆市",1,0,52,3,1,6,1,1,0,0,4,7500,13000,5,3,0,NA,NA,5,4,1,1
"148",148,5e+05,2,1991,2,1,1,4,6,9999997,7,15000,1,NA,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",1,1,19,1,0,7,1,1,0,NA,3,NA,15000,NA,NA,NA,NA,NA,5,5,1,1
"149",149,5e+05,2,1984,2,1,1,4,4,0,3,15450,3,3,2,3,NA,NA,4,2,2010,3,0,"重庆市",1,1,26,1,1,3,1,1,0,0,2,0,15450,NA,NA,NA,3,0,4,2,1,0
"150",150,5e+05,2,1985,2,1,1,4,4,0,2,30000,3,4,2,3,NA,NA,4,2,2010,3,0,"重庆市",1,1,25,1,1,2,1,1,0,0,2,0,30000,NA,NA,NA,3,0,4,2,1,0
"151",151,5e+05,2,1986,2,1,1,4,4,2000,3,9999999,4,4,2,3,NA,NA,5,4,2010,3,0,"重庆市",1,1,24,1,0,3,1,1,0,0,2,2000,NA,NA,NA,NA,3,0,5,4,1,1
"152",152,5e+05,2,1959,2,1,1,4,1,2000,2,28000,3,4,NA,NA,NA,NA,5,2,2010,3,0,"重庆市",1,1,51,3,1,2,1,1,0,0,0,2000,28000,NA,NA,NA,NA,NA,5,2,1,0
"153",153,5e+05,2,1964,2,1,1,4,1,1500,2,25000,3,4,5,3,NA,NA,4,2,2010,3,0,"重庆市",1,1,46,2,1,2,1,1,0,0,0,1500,25000,NA,NA,NA,3,0,4,2,1,0
"154",154,5e+05,2,1935,2,1,1,1,1,11000,6,9999998,6,NA,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,1,75,4,0,6,1,1,1,NA,0,11000,NA,NA,NA,NA,NA,NA,5,4,1,1
"155",155,5e+05,1,1975,2,1,1,4,4,22000,4,30000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,0,35,2,1,4,1,1,0,0,2,22000,30000,NA,NA,NA,NA,NA,5,4,1,1
"156",156,5e+05,1,1953,2,1,1,4,3,12000,6,21000,3,4,5,3,NA,NA,5,3,2010,3,0,"重庆市",1,0,57,3,1,6,1,1,0,0,1,12000,21000,NA,NA,NA,3,0,5,3,1,NA
"157",157,5e+05,2,1949,2,1,1,4,3,0,4,81500,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,1,61,3,1,4,1,1,0,0,1,0,81500,NA,NA,NA,NA,NA,5,4,1,1
"158",158,5e+05,2,1977,2,1,1,4,4,5000,4,50000,3,4,2,3,NA,NA,5,4,2010,3,0,"重庆市",1,1,33,2,1,4,1,1,0,0,2,5000,50000,NA,NA,NA,3,0,5,4,1,1
"159",159,5e+05,1,1966,2,1,1,4,4,21300,4,32300,3,4,2,3,5,3,5,5,2010,3,0,"重庆市",1,0,44,2,1,4,1,1,0,0,2,21300,32300,5,3,0,3,0,5,5,1,1
"160",160,5e+05,1,1954,2,1,1,1,3,10000,4,30000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,0,56,3,1,4,1,1,1,0,1,10000,30000,NA,NA,NA,NA,NA,5,4,1,1
"161",161,5e+05,2,1930,2,1,1,4,1,9999997,4,15000,6,NA,NA,NA,NA,NA,5,1,2010,3,0,"重庆市",1,1,80,4,0,4,1,1,0,NA,0,NA,15000,NA,NA,NA,NA,NA,5,1,1,0
"162",162,5e+05,1,1985,2,1,1,4,4,18000,5,18000,3,4,NA,NA,2,3,5,4,2010,3,0,"重庆市",1,0,25,1,1,5,1,1,0,0,2,18000,18000,2,3,0,NA,NA,5,4,1,1
"163",163,5e+05,1,1980,2,1,1,4,4,51000,5,51000,3,4,NA,NA,5,NA,5,4,2010,3,0,"重庆市",1,0,30,2,1,5,1,1,0,0,2,51000,51000,5,NA,0,NA,NA,5,4,1,1
"164",164,5e+05,2,1970,2,1,1,4,3,5000,3,15000,3,4,2,3,NA,NA,4,4,2010,3,0,"重庆市",1,1,40,2,1,3,1,1,0,0,1,5000,15000,NA,NA,NA,3,0,4,4,1,1
"165",165,5e+05,2,1934,2,1,1,4,1,0,6,9999998,6,NA,NA,NA,NA,NA,5,3,2010,3,0,"重庆市",1,1,76,4,0,6,1,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,5,3,1,NA
"166",166,5e+05,1,1966,2,1,1,4,3,4500,3,11000,3,4,2,3,NA,NA,5,4,2010,3,0,"重庆市",1,0,44,2,1,3,1,1,0,0,1,4500,11000,NA,NA,NA,3,0,5,4,1,1
"167",167,5e+05,2,1942,1,2,1,4,3,7200,5,24200,3,1,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",0,1,68,3,1,5,0,1,0,1,1,7200,24200,NA,NA,NA,NA,NA,5,5,1,1
"168",168,5e+05,2,1946,1,2,1,4,1,2000,2,2400,3,4,NA,NA,NA,NA,4,4,2010,3,0,"重庆市",0,1,64,3,1,2,0,1,0,0,0,2000,2400,NA,NA,NA,NA,NA,4,4,1,1
"169",169,5e+05,1,1942,1,2,1,4,3,16800,5,9999998,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",0,0,68,3,1,5,0,1,0,0,1,16800,NA,NA,NA,NA,NA,NA,5,4,1,1
"170",170,5e+05,1,1973,1,2,1,4,3,9999999,2,8000,3,4,2,1,NA,NA,4,3,2010,3,0,"重庆市",0,0,37,2,1,2,0,1,0,0,1,NA,8000,NA,NA,NA,1,1,4,3,1,NA
"171",171,5e+05,2,1966,1,2,1,4,4,2500,5,9999999,3,4,5,3,5,3,5,3,2010,3,0,"重庆市",0,1,44,2,1,5,0,1,0,0,2,2500,NA,5,3,0,3,0,5,3,1,NA
"172",172,5e+05,1,1954,1,2,1,4,1,0,2,9999998,3,4,NA,NA,NA,NA,4,4,2010,3,0,"重庆市",0,0,56,3,1,2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,1,1
"173",173,5e+05,2,1966,1,2,1,4,4,9999999,1,9999999,3,4,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",0,1,44,2,1,1,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
"174",174,5e+05,1,1955,1,2,1,4,3,3500,2,20000,3,4,NA,3,NA,NA,5,4,2010,3,0,"重庆市",0,0,55,3,1,2,0,1,0,0,1,3500,20000,NA,NA,NA,3,0,5,4,1,1
"175",175,5e+05,1,1958,1,2,1,4,1,1080,1,1080,4,4,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",0,0,52,3,0,1,0,1,0,0,0,1080,1080,NA,NA,NA,NA,NA,5,5,1,1
"176",176,5e+05,2,1948,1,2,1,4,3,7000,2,9999998,3,4,NA,NA,NA,NA,4,4,2010,3,0,"重庆市",0,1,62,3,1,2,0,1,0,0,1,7000,NA,NA,NA,NA,NA,NA,4,4,1,1
"177",177,5e+05,2,1942,1,2,1,4,4,6000,4,12000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",0,1,68,3,1,4,0,1,0,0,2,6000,12000,NA,NA,NA,NA,NA,5,5,1,1
"178",178,5e+05,1,1970,1,2,1,4,4,10000,2,12000,3,4,NA,NA,5,NA,4,4,2010,3,0,"重庆市",0,0,40,2,1,2,0,1,0,0,2,10000,12000,5,NA,0,NA,NA,4,4,1,1
"179",179,5e+05,1,1952,1,2,1,4,3,0,1,9999999,3,4,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",0,0,58,3,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,5,5,1,1
"180",180,5e+05,2,1936,1,2,1,4,1,7200,4,10800,3,4,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",0,1,74,4,1,4,0,1,0,0,0,7200,10800,NA,NA,NA,NA,NA,5,5,1,1
"181",181,5e+05,2,1969,1,2,1,4,4,0,5,9999999,3,4,2,NA,NA,NA,2,2,2010,3,0,"重庆市",0,1,41,2,1,5,0,1,0,0,2,0,NA,NA,NA,NA,NA,NA,2,2,0,0
"182",182,5e+05,2,1964,1,2,1,4,4,5000,2,11000,3,4,2,1,5,NA,4,1,2010,3,0,"重庆市",0,1,46,2,1,2,0,1,0,0,2,5000,11000,5,NA,0,1,1,4,1,1,0
"183",183,5e+05,2,1958,1,2,1,4,3,0,1,0,3,4,5,3,NA,NA,4,3,2010,3,0,"重庆市",0,1,52,3,1,1,0,1,0,0,1,0,0,NA,NA,NA,3,0,4,3,1,NA
"184",184,5e+05,2,1951,1,2,1,4,1,9999999,3,2000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"重庆市",0,1,59,3,1,3,0,1,0,0,0,NA,2000,NA,NA,NA,NA,NA,4,4,1,1
"185",185,5e+05,2,1965,1,2,1,4,1,0,4,12000,3,4,2,3,NA,NA,5,5,2010,3,0,"重庆市",0,1,45,2,1,4,0,1,0,0,0,0,12000,NA,NA,NA,3,0,5,5,1,1
"186",186,5e+05,2,1965,1,2,1,4,3,5000,2,10000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"重庆市",0,1,45,2,1,2,0,1,0,0,1,5000,10000,NA,NA,NA,NA,NA,4,3,1,NA
"187",187,5e+05,1,1972,1,2,1,4,4,9999999,1,9999998,3,4,5,3,NA,NA,4,4,2010,3,0,"重庆市",0,0,38,2,1,1,0,1,0,0,2,NA,NA,NA,NA,NA,3,0,4,4,1,1
"188",188,5e+05,2,1971,1,2,1,4,3,0,2,8400,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",0,1,39,2,1,2,0,1,0,0,1,0,8400,NA,NA,NA,NA,NA,5,4,1,1
"189",189,5e+05,2,1965,1,2,1,4,3,9999999,3,9999999,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",0,1,45,2,1,3,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,5,4,1,1
"190",190,5e+05,1,1930,1,2,1,4,5,21000,6,21000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"重庆市",0,0,80,4,1,6,0,1,0,0,3,21000,21000,NA,NA,NA,NA,NA,4,4,1,1
"191",191,5e+05,1,1970,1,2,1,4,4,10000,3,20000,3,4,NA,NA,NA,NA,3,3,2010,3,0,"重庆市",0,0,40,2,1,3,0,1,0,0,2,10000,20000,NA,NA,NA,NA,NA,3,3,NA,NA
"192",192,5e+05,1,1966,2,1,1,4,3,5000,3,11000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",1,0,44,2,1,3,1,1,0,0,1,5000,11000,NA,NA,NA,NA,NA,5,5,1,1
"193",193,5e+05,1,1949,2,1,1,4,4,18000,6,25000,3,4,NA,NA,5,3,5,4,2010,3,0,"重庆市",1,0,61,3,1,6,1,1,0,0,2,18000,25000,5,3,0,NA,NA,5,4,1,1
"194",194,5e+05,1,1957,2,1,1,4,2,6000,4,18000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,0,53,3,1,4,1,1,0,0,1,6000,18000,NA,NA,NA,NA,NA,5,4,1,1
"195",195,5e+05,1,1941,2,1,1,4,1,3500,3,3500,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",1,0,69,3,0,3,1,1,0,NA,0,3500,3500,NA,NA,NA,NA,NA,5,5,1,1
"196",196,5e+05,2,1959,2,1,1,4,1,9999998,2,3000,6,NA,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,1,51,3,0,2,1,1,0,NA,0,NA,3000,NA,NA,NA,NA,NA,5,4,1,1
"197",197,5e+05,2,1950,2,1,1,4,1,2000,3,25500,3,4,NA,NA,NA,NA,5,2,2010,3,0,"重庆市",1,1,60,3,1,3,1,1,0,0,0,2000,25500,NA,NA,NA,NA,NA,5,2,1,0
"198",198,5e+05,2,1943,2,1,1,4,2,12000,2,12000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,1,67,3,1,2,1,1,0,0,1,12000,12000,NA,NA,NA,NA,NA,5,4,1,1
"199",199,5e+05,2,1969,2,1,1,4,3,5200,5,12900,3,4,2,3,NA,NA,5,5,2010,3,0,"重庆市",1,1,41,2,1,5,1,1,0,0,1,5200,12900,NA,NA,NA,3,0,5,5,1,1
"200",200,5e+05,1,1962,2,1,1,1,6,20000,8,41000,3,3,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,0,48,2,1,8,1,1,1,0,3,20000,41000,NA,NA,NA,NA,NA,5,4,1,1
"201",201,5e+05,2,1960,2,1,1,4,1,9999997,5,9999998,3,4,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",1,1,50,3,1,5,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
"202",202,5e+05,1,1974,2,1,1,4,4,20000,3,28500,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,0,36,2,1,3,1,1,0,0,2,20000,28500,NA,NA,NA,NA,NA,5,4,1,1
"203",203,5e+05,2,1971,2,1,1,4,3,5000,5,45000,3,4,2,3,NA,NA,4,4,2010,3,0,"重庆市",1,1,39,2,1,5,1,1,0,0,1,5000,45000,NA,NA,NA,3,0,4,4,1,1
"204",204,5e+05,2,1966,2,1,1,1,3,5000,5,25000,3,1,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",1,1,44,2,1,5,1,1,1,1,1,5000,25000,NA,NA,NA,NA,NA,5,5,1,1
"205",205,5e+05,2,1992,2,1,1,3,4,0,5,16100,1,NA,NA,NA,NA,NA,4,2,2010,3,0,"重庆市",1,1,18,1,0,5,1,1,0,NA,2,0,16100,NA,NA,NA,NA,NA,4,2,1,0
"206",206,5e+05,2,1970,2,1,1,4,3,0,4,13000,3,4,2,3,NA,NA,5,4,2010,3,0,"重庆市",1,1,40,2,1,4,1,1,0,0,1,0,13000,NA,NA,NA,3,0,5,4,1,1
"207",207,5e+05,2,1967,2,1,1,4,3,5000,6,16000,3,4,2,1,NA,NA,5,5,2010,3,0,"重庆市",1,1,43,2,1,6,1,1,0,0,1,5000,16000,NA,NA,NA,1,1,5,5,1,1
"208",208,5e+05,2,1966,2,1,1,4,2,2500,4,5500,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,1,44,2,1,4,1,1,0,0,1,2500,5500,NA,NA,NA,NA,NA,5,4,1,1
"209",209,5e+05,2,1967,2,1,1,4,3,6000,5,32000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,1,43,2,1,5,1,1,0,0,1,6000,32000,NA,NA,NA,NA,NA,5,4,1,1
"210",210,5e+05,1,1974,2,1,1,4,3,15000,7,21500,3,4,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",1,0,36,2,1,7,1,1,0,0,1,15000,21500,NA,NA,NA,NA,NA,5,5,1,1
"211",211,5e+05,1,1936,2,1,1,4,3,9999997,5,20000,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",1,0,74,4,0,5,1,1,0,NA,1,NA,20000,NA,NA,NA,NA,NA,5,5,1,1
"212",212,5e+05,2,1990,2,1,1,4,3,3000,5,15350,1,NA,NA,NA,NA,NA,4,3,2010,3,0,"重庆市",1,1,20,1,0,5,1,1,0,NA,1,3000,15350,NA,NA,NA,NA,NA,4,3,1,NA
"213",213,5e+05,2,1956,2,1,1,4,3,8000,5,53400,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,1,54,3,1,5,1,1,0,0,1,8000,53400,NA,NA,NA,NA,NA,5,4,1,1
"214",214,5e+05,1,1948,2,2,1,1,7,29000,3,60000,2,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,0,62,3,0,3,0,1,1,0,3,29000,60000,NA,NA,NA,NA,NA,5,4,1,1
"215",215,5e+05,2,1976,2,1,1,4,4,9999997,7,13500,3,4,NA,NA,NA,NA,5,2,2010,3,0,"重庆市",1,1,34,2,1,7,1,1,0,0,2,NA,13500,NA,NA,NA,NA,NA,5,2,1,0
"216",216,5e+05,2,1956,2,1,1,4,1,1000,1,3000,3,4,NA,NA,NA,NA,4,2,2010,3,0,"重庆市",1,1,54,3,1,1,1,1,0,0,0,1000,3000,NA,NA,NA,NA,NA,4,2,1,0
"217",217,5e+05,2,1984,2,1,1,4,4,51000,6,91000,3,4,5,3,NA,NA,5,4,2010,3,0,"重庆市",1,1,26,1,1,6,1,1,0,0,2,51000,91000,NA,NA,NA,3,0,5,4,1,1
"218",218,5e+05,1,1965,2,1,1,4,4,30000,5,63000,3,4,NA,NA,5,3,5,1,2010,3,0,"重庆市",1,0,45,2,1,5,1,1,0,0,2,30000,63000,5,3,0,NA,NA,5,1,1,0
"219",219,5e+05,1,1974,2,1,1,4,4,30000,3,35000,3,4,NA,NA,NA,NA,4,2,2010,3,0,"重庆市",1,0,36,2,1,3,1,1,0,0,2,30000,35000,NA,NA,NA,NA,NA,4,2,1,0
"220",220,5e+05,2,1953,2,1,1,4,1,0,1,4000,3,4,NA,NA,NA,NA,5,3,2010,3,0,"重庆市",1,1,57,3,1,1,1,1,0,0,0,0,4000,NA,NA,NA,NA,NA,5,3,1,NA
"221",221,5e+05,2,1967,2,1,1,4,3,5000,3,22000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"重庆市",1,1,43,2,1,3,1,1,0,0,1,5000,22000,NA,NA,NA,NA,NA,4,4,1,1
"222",222,5e+05,2,1947,2,1,1,4,3,1000,2,5000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"重庆市",1,1,63,3,1,2,1,1,0,0,1,1000,5000,NA,NA,NA,NA,NA,4,3,1,NA
"223",223,5e+05,1,1950,2,1,1,4,1,0,2,4000,1,NA,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,0,60,3,0,2,1,1,0,NA,0,0,4000,NA,NA,NA,NA,NA,5,4,1,1
"224",224,5e+05,1,1959,2,1,1,4,6,8000,5,20000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,0,51,3,1,5,1,1,0,0,3,8000,20000,NA,NA,NA,NA,NA,5,4,1,1
"225",225,5e+05,2,1951,2,1,1,4,3,3500,4,10500,3,4,NA,NA,NA,NA,5,3,2010,3,0,"重庆市",1,1,59,3,1,4,1,1,0,0,1,3500,10500,NA,NA,NA,NA,NA,5,3,1,NA
"226",226,5e+05,2,1970,2,1,1,4,3,8000,3,23000,3,4,NA,NA,NA,NA,4,2,2010,3,0,"重庆市",1,1,40,2,1,3,1,1,0,0,1,8000,23000,NA,NA,NA,NA,NA,4,2,1,0
"227",227,5e+05,1,1959,2,1,1,4,4,3000,3,58000,3,4,NA,NA,NA,NA,5,3,2010,3,0,"重庆市",1,0,51,3,1,3,1,1,0,0,2,3000,58000,NA,NA,NA,NA,NA,5,3,1,NA
"228",228,5e+05,2,1981,2,1,1,4,4,20000,3,20000,3,4,NA,NA,5,3,5,4,2010,3,0,"重庆市",1,1,29,1,1,3,1,1,0,0,2,20000,20000,5,3,0,NA,NA,5,4,1,1
"229",229,5e+05,1,1978,2,1,1,4,4,9000,5,11000,3,4,NA,NA,5,3,5,2,2010,3,0,"重庆市",1,0,32,2,1,5,1,1,0,0,2,9000,11000,5,3,0,NA,NA,5,2,1,0
"230",230,5e+05,2,1987,2,1,1,4,4,30000,5,40000,3,4,5,3,5,3,4,4,2010,3,0,"重庆市",1,1,23,1,1,5,1,1,0,0,2,30000,40000,5,3,0,3,0,4,4,1,1
"231",231,5e+05,1,1953,2,1,1,4,1,1000,1,10000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"重庆市",1,0,57,3,1,1,1,1,0,0,0,1000,10000,NA,NA,NA,NA,NA,4,4,1,1
"232",232,5e+05,2,1966,2,1,1,4,4,9999997,3,10000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,1,44,2,1,3,1,1,0,0,2,NA,10000,NA,NA,NA,NA,NA,5,4,1,1
"233",233,5e+05,1,1974,2,1,1,4,3,16000,6,16000,3,4,NA,NA,5,3,5,2,2010,3,0,"重庆市",1,0,36,2,1,6,1,1,0,0,1,16000,16000,5,3,0,NA,NA,5,2,1,0
"234",234,5e+05,1,1991,2,1,1,3,6,9999997,6,9999998,1,NA,NA,NA,NA,NA,5,4,2010,3,0,"重庆市",1,0,19,1,0,6,1,1,0,NA,3,NA,NA,NA,NA,NA,NA,NA,5,4,1,1
"235",235,5e+05,2,1967,2,1,1,4,3,9999999,2,15000,3,4,NA,NA,NA,NA,5,3,2010,3,0,"重庆市",1,1,43,2,1,2,1,1,0,0,1,NA,15000,NA,NA,NA,NA,NA,5,3,1,NA
"236",236,5e+05,1,1965,2,1,1,4,4,22000,4,41000,3,4,NA,NA,3,1,5,4,2010,3,0,"重庆市",1,0,45,2,1,4,1,1,0,0,2,22000,41000,3,1,1,NA,NA,5,4,1,1
"237",237,5e+05,1,1968,2,1,1,4,6,9999998,2,9999998,3,4,NA,NA,NA,NA,4,4,2010,3,0,"重庆市",1,0,42,2,1,2,1,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,4,4,1,1
"238",238,5e+05,1,1957,2,1,1,4,3,10000,5,15000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"重庆市",1,0,53,3,1,5,1,1,0,0,1,10000,15000,NA,NA,NA,NA,NA,5,5,1,1
