"","id","PSU","gender","a1","a4","a4a","a5","a8","c15_a","c15b","c15_c","k7","k12","k12a","k13","k3","k5","k26b_a","c6a","c6g","year","wave","time","age","corhort","female","marriage","edu","eduyear","hukouRural","race","party","party_parter","incomeFam","job","occ","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"2997",2997,511,2,1945,9,3,1,9,1,0,0,1,1,97,0,0,0,5,4,4,2008,2,0,63,3,1,1,2,9,1,NA,1,0,0,0,0,0,1,1,0,0
"2998",2998,511,2,1956,0,1,1,9,0,0,0,1,5,6000,97,1,0,7,1,1,2008,2,0,52,3,1,1,0,0,1,NA,0,NA,6000,1,0,0,4,4,1,1
"2999",2999,511,2,1942,5,2,1,9,0,0,0,1,5,8,97,1,0,5,1,1,2008,2,0,66,3,1,1,1,5,1,NA,0,0,NA,1,0,0,4,4,1,1
"3000",3000,511,1,1939,2,1,1,9,0,0,0,1,1,97,9,1,0,5,1,3,2008,2,0,69,3,0,1,0,2,1,NA,0,0,NA,1,0,0,4,2,1,0
"3001",3001,511,1,1974,9,3,1,9,3,0,0,1,5,9,97,5,99,5,2,2,2008,2,0,34,2,0,1,2,9,1,NA,1,0,NA,5,99,0,3,3,1,1
"3002",3002,511,2,1950,0,1,1,9,0,0,0,1,5,500,97,1,0,5,1,1,2008,2,0,58,3,1,1,0,0,1,NA,0,0,500,1,0,0,4,4,1,1
"3003",3003,511,1,1990,13,4,1,1,0,1,0,5,5,8,97,1,0,7,1,2,2008,2,0,18,1,0,0,3,13,1,1,0,NA,NA,1,0,0,4,3,1,1
"3004",3004,511,2,1946,0,1,1,9,0,0,0,4,1,97,2000,1,0,1,1,2,2008,2,0,62,3,1,0,0,0,1,NA,0,1,2000,1,0,0,4,3,1,1
"3005",3005,511,2,1950,1,1,1,9,9,3,9,1,1,97,9,1,0,9,1,1,2008,2,0,58,3,1,1,0,1,1,NA,NA,NA,NA,1,0,0,4,4,1,1
"3006",3006,511,1,1962,3,1,1,1,0,0,0,1,1,97,9,1,0,5,3,3,2008,2,0,46,2,0,1,0,3,1,1,0,0,NA,1,0,0,2,2,0,0
"3007",3007,511,2,1954,6,2,1,9,9,3,1,1,1,97,20000,1,0,5,1,3,2008,2,0,54,3,1,1,1,6,1,NA,NA,0,20000,1,0,0,4,2,1,0
"3008",3008,511,1,1967,6,2,1,9,0,0,0,1,1,97,8,1,0,5,1,8,2008,2,0,41,2,0,1,1,6,1,NA,0,0,NA,1,0,0,4,NA,1,NA
"3009",3009,511,1,1952,9,3,1,1,0,0,0,1,9,9,97,1,0,5,1,2,2008,2,0,56,3,0,1,2,9,1,1,0,0,NA,1,0,0,4,3,1,1
"3010",3010,511,2,1963,99,3,1,1,0,0,0,1,1,97,5000,1,0,5,1,1,2008,2,0,45,2,1,1,2,99,1,1,0,0,5000,1,0,0,4,4,1,1
"3011",3011,511,2,1968,0,1,1,9,0,0,0,1,1,97,10000,1,0,5,1,1,2008,2,0,40,2,1,1,0,0,1,NA,0,0,10000,1,0,0,4,4,1,1
"3012",3012,511,2,1973,8,3,1,1,0,0,0,1,5,8,97,5,96,5,2,2,2008,2,0,35,2,1,1,2,8,1,1,0,0,NA,5,96,0,3,3,1,1
"3013",3013,511,2,1982,9,3,1,9,0,0,0,1,5,9,97,5,99,5,1,1,2008,2,0,26,1,1,1,2,9,1,NA,0,0,NA,5,99,0,4,4,1,1
"3014",3014,511,1,1938,0,1,1,9,0,0,3,1,1,97,8,0,0,5,2,2,2008,2,0,70,4,0,1,0,0,1,NA,0,0,NA,0,0,0,3,3,1,1
"3015",3015,511,2,1944,9,3,1,9,0,1,0,4,5,1e+05,97,0,0,1,1,1,2008,2,0,64,3,1,0,2,9,1,NA,0,1,1e+05,0,0,0,4,4,1,1
"3016",3016,511,1,1976,9,3,1,9,0,0,0,1,5,10000,97,9,99,5,2,2,2008,2,0,32,2,0,1,2,9,1,NA,0,0,10000,9,99,0,3,3,1,1
"3017",3017,511,2,1974,6,2,1,9,0,0,0,1,5,8,97,0,0,5,9,9,2008,2,0,34,2,1,1,1,6,1,NA,0,0,NA,0,0,0,NA,NA,NA,NA
"3018",3018,511,1,1950,6,2,1,1,0,0,0,1,5,15000,97,1,0,5,1,1,2008,2,0,58,3,0,1,1,6,1,1,0,0,15000,1,0,0,4,4,1,1
"3019",3019,511,2,1958,6,2,1,9,0,0,0,1,1,97,9,1,0,5,2,4,2008,2,0,50,3,1,1,1,6,1,NA,0,0,NA,1,0,0,3,1,1,0
"3020",3020,511,2,1950,9,3,1,9,0,0,0,1,5,1000,97,1,0,5,2,8,2008,2,0,58,3,1,1,2,9,1,NA,0,0,1000,1,0,0,3,NA,1,NA
"3021",3021,512,1,1939,9,2,5,1,0,3,0,1,5,15000,97,7,2,5,1,2,2008,2,0,69,3,0,1,1,9,0,1,0,0,15000,7,2,1,4,3,1,1
"3022",3022,512,2,1975,6,2,1,1,0,0,0,1,1,97,8,0,0,5,8,1,2008,2,0,33,2,1,1,1,6,1,1,0,0,NA,0,0,0,NA,4,NA,1
"3023",3023,512,2,1965,99,3,1,9,0,0,0,1,1,97,4500,0,0,5,1,8,2008,2,0,43,2,1,1,2,99,1,NA,0,0,4500,0,0,0,4,NA,1,NA
"3024",3024,512,2,1977,5,2,5,1,0,0,0,1,5,8,97,0,0,5,1,2,2008,2,0,31,2,1,1,1,5,0,1,0,0,NA,0,0,0,4,3,1,1
"3025",3025,512,1,1967,9,3,5,9,0,0,0,1,5,8,97,3,8,5,1,2,2008,2,0,41,2,0,1,2,9,0,NA,0,0,NA,3,8,0,4,3,1,1
"3026",3026,512,1,1966,12,3,5,9,0,0,0,1,5,8,97,3,8,5,1,3,2008,2,0,42,2,0,1,2,12,0,NA,0,0,NA,3,8,0,4,2,1,0
"3027",3027,512,2,1982,9,3,1,9,0,0,0,1,5,8,97,3,8,5,1,3,2008,2,0,26,1,1,1,2,9,1,NA,0,0,NA,3,8,0,4,2,1,0
"3028",3028,512,1,1938,0,1,5,9,0,0,0,5,5,1000,97,0,0,7,1,1,2008,2,0,70,4,0,0,0,0,0,NA,0,NA,1000,0,0,0,4,4,1,1
"3029",3029,512,1,1942,6,2,1,1,0,0,0,1,1,97,20000,0,0,5,1,2,2008,2,0,66,3,0,1,1,6,1,1,0,0,20000,0,0,0,4,3,1,1
"3030",3030,512,2,1966,3,1,1,9,0,0,0,1,5,5000,97,3,8,5,1,1,2008,2,0,42,2,1,1,0,3,1,NA,0,0,5000,3,8,0,4,4,1,1
"3031",3031,512,2,1984,6,2,1,9,0,0,0,1,5,8,97,10,9,5,1,1,2008,2,0,24,1,1,1,1,6,1,NA,0,0,NA,10,9,1,4,4,1,1
"3032",3032,512,1,1953,7,3,1,9,1,3,0,1,1,97,2500,1,0,5,1,2,2008,2,0,55,3,0,1,2,7,1,NA,1,0,2500,1,0,0,4,3,1,1
"3033",3033,512,1,1937,5,2,5,9,0,0,0,1,5,7000,97,5,2,5,1,1,2008,2,0,71,4,0,1,1,5,0,NA,0,0,7000,5,2,1,4,4,1,1
"3034",3034,512,1,1956,99,1,1,9,0,0,0,1,1,97,1200,1,0,5,1,1,2008,2,0,52,3,0,1,0,99,1,NA,0,0,1200,1,0,0,4,4,1,1
"3035",3035,512,1,1938,3,2,1,9,3,3,0,4,5,8,97,1,0,7,1,1,2008,2,0,70,4,0,0,1,3,1,NA,1,NA,NA,1,0,0,4,4,1,1
"3036",3036,512,2,1944,4,2,1,9,0,0,0,1,1,97,3000,1,0,5,1,3,2008,2,0,64,3,1,1,1,4,1,NA,0,0,3000,1,0,0,4,2,1,0
"3037",3037,512,2,1944,0,1,1,9,0,0,0,1,1,97,3000,1,0,5,2,2,2008,2,0,64,3,1,1,0,0,1,NA,0,0,3000,1,0,0,3,3,1,1
"3038",3038,512,2,1976,4,1,1,9,0,0,0,1,1,97,8,0,0,5,2,3,2008,2,0,32,2,1,1,0,4,1,NA,0,0,NA,0,0,0,3,2,1,0
"3039",3039,512,2,1950,6,2,1,9,0,0,0,1,1,97,8,1,0,5,1,1,2008,2,0,58,3,1,1,1,6,1,NA,0,0,NA,1,0,0,4,4,1,1
"3040",3040,512,2,1966,4,2,1,9,0,0,0,1,5,8,97,1,0,5,1,3,2008,2,0,42,2,1,1,1,4,1,NA,0,0,NA,1,0,0,4,2,1,0
"3041",3041,512,2,1972,4,2,1,9,0,0,0,1,1,97,30000,1,0,5,2,2,2008,2,0,36,2,1,1,1,4,1,NA,0,0,30000,1,0,0,3,3,1,1
"3042",3042,512,1,1970,4,1,1,1,0,0,0,1,1,97,3000,1,0,5,1,1,2008,2,0,38,2,0,1,0,4,1,1,0,0,3000,1,0,0,4,4,1,1
"3043",3043,512,2,1976,11,5,5,1,0,0,0,1,5,9,97,3,8,7,1,2,2008,2,0,32,2,1,1,3,11,0,1,0,NA,NA,3,8,0,4,3,1,1
"3044",3044,512,2,1981,9,3,1,9,0,0,0,1,1,97,2000,3,8,7,2,2,2008,2,0,27,1,1,1,2,9,1,NA,0,NA,2000,3,8,0,3,3,1,1
"3045",3045,512,2,1970,5,2,1,9,0,0,0,1,5,10000,97,3,8,5,1,3,2008,2,0,38,2,1,1,1,5,1,NA,0,0,10000,3,8,0,4,2,1,0
"3046",3046,512,1,1966,9,3,1,1,0,0,0,1,5,6000,97,0,0,5,2,2,2008,2,0,42,2,0,1,2,9,1,1,0,0,6000,0,0,0,3,3,1,1
"3047",3047,512,1,1956,10,4,1,9,1,9,9,1,5,30000,97,3,8,7,2,3,2008,2,0,52,3,0,1,3,10,1,NA,1,NA,30000,3,8,0,3,2,1,0
"3048",3048,512,2,1967,10,5,1,9,0,0,0,1,5,20000,97,9,1,5,1,2,2008,2,0,41,2,1,1,3,10,1,NA,0,0,20000,9,1,1,4,3,1,1
"3049",3049,512,2,1970,9,3,1,9,0,0,0,1,5,10000,97,3,8,5,1,1,2008,2,0,38,2,1,1,2,9,1,NA,0,0,10000,3,8,0,4,4,1,1
"3050",3050,512,2,1983,9,3,1,9,0,0,0,1,5,8,97,3,8,5,2,3,2008,2,0,25,1,1,1,2,9,1,NA,0,0,NA,3,8,0,3,2,1,0
"3051",3051,512,2,1984,9,3,5,9,0,1,0,1,5,8,97,0,0,5,1,1,2008,2,0,24,1,1,1,2,9,0,NA,0,0,NA,0,0,0,4,4,1,1
"3052",3052,512,2,1942,9,3,1,1,0,0,0,1,5,18000,97,77,10,5,1,2,2008,2,0,66,3,1,1,2,9,1,1,0,0,18000,77,10,0,4,3,1,1
"3053",3053,512,2,1967,3,1,1,9,0,3,0,1,5,17000,97,1,0,5,1,2,2008,2,0,41,2,1,1,0,3,1,NA,0,0,17000,1,0,0,4,3,1,1
"3054",3054,512,2,1956,9,3,1,9,0,3,0,1,5,8,97,3,8,1,1,2,2008,2,0,52,3,1,1,2,9,1,NA,0,1,NA,3,8,0,4,3,1,1
"3055",3055,512,2,1967,7,3,1,9,0,0,0,1,5,50000,97,3,8,5,1,2,2008,2,0,41,2,1,1,2,7,1,NA,0,0,50000,3,8,0,4,3,1,1
"3056",3056,512,1,1971,6,2,1,9,0,0,0,1,5,15000,97,3,8,5,1,2,2008,2,0,37,2,0,1,1,6,1,NA,0,0,15000,3,8,0,4,3,1,1
"3057",3057,512,1,1941,6,2,1,9,0,0,0,1,1,97,9,1,0,5,2,8,2008,2,0,67,3,0,1,1,6,1,NA,0,0,NA,1,0,0,3,NA,1,NA
"3058",3058,512,1,1967,3,1,1,9,0,0,0,5,1,97,3000,1,0,7,2,1,2008,2,0,41,2,0,0,0,3,1,NA,0,NA,3000,1,0,0,3,4,1,1
"3059",3059,512,2,1975,4,1,1,9,0,0,0,1,1,97,5000,1,0,5,2,1,2008,2,0,33,2,1,1,0,4,1,NA,0,0,5000,1,0,0,3,4,1,1
"3060",3060,512,2,1956,6,2,1,9,0,0,0,1,1,97,20000,6,1,7,1,8,2008,2,0,52,3,1,1,1,6,1,NA,0,NA,20000,6,1,1,4,NA,1,NA
"3061",3061,512,2,1956,6,2,1,9,0,0,0,1,1,97,8,1,0,5,1,3,2008,2,0,52,3,1,1,1,6,1,NA,0,0,NA,1,0,0,4,2,1,0
"3062",3062,512,2,1947,0,1,1,1,9,9,9,1,5,8,97,0,0,7,9,9,2008,2,0,61,3,1,1,0,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,NA
"3063",3063,512,1,1938,0,1,1,1,1,9,9,1,5,8,97,1,0,7,1,1,2008,2,0,70,4,0,1,0,0,1,1,1,NA,NA,1,0,0,4,4,1,1
"3064",3064,512,1,1972,11,4,1,9,0,3,0,1,1,97,3000,1,0,5,1,2,2008,2,0,36,2,0,1,3,11,1,NA,0,0,3000,1,0,0,4,3,1,1
"3065",3065,512,1,1946,3,1,1,9,1,3,0,1,1,97,1200,1,0,5,2,2,2008,2,0,62,3,0,1,0,3,1,NA,1,0,1200,1,0,0,3,3,1,1
"3066",3066,512,1,1972,0,1,1,9,0,0,0,1,1,97,1000,1,0,5,2,2,2008,2,0,36,2,0,1,0,0,1,NA,0,0,1000,1,0,0,3,3,1,1
"3067",3067,512,1,1943,12,4,1,9,0,0,0,1,1,97,20000,9,6,5,1,1,2008,2,0,65,3,0,1,3,12,1,NA,0,0,20000,9,6,1,4,4,1,1
"3068",3068,512,2,1964,0,1,1,9,0,0,0,1,1,97,8,0,0,7,1,3,2008,2,0,44,2,1,1,0,0,1,NA,0,NA,NA,0,0,0,4,2,1,0
"3069",3069,512,2,1966,0,1,1,9,0,0,0,1,1,97,8,0,0,7,1,3,2008,2,0,42,2,1,1,0,0,1,NA,0,NA,NA,0,0,0,4,2,1,0
"3070",3070,512,2,1962,0,1,5,1,0,0,0,1,5,2500,97,3,8,1,1,8,2008,2,0,46,2,1,1,0,0,0,1,0,1,2500,3,8,0,4,NA,1,NA
"3071",3071,512,2,1963,7,3,1,1,0,0,0,1,5,10000,97,0,0,5,1,1,2008,2,0,45,2,1,1,2,7,1,1,0,0,10000,0,0,0,4,4,1,1
"3072",3072,512,1,1971,9,3,1,9,1,9,9,1,5,8,97,3,8,5,1,3,2008,2,0,37,2,0,1,2,9,1,NA,1,0,NA,3,8,0,4,2,1,0
"3073",3073,512,2,1986,9,3,1,1,0,3,0,1,1,97,8,3,8,5,2,3,2008,2,0,22,1,1,1,2,9,1,1,0,0,NA,3,8,0,3,2,1,0
"3074",3074,512,1,1956,2,1,1,9,9,9,9,1,9,9,97,1,0,5,1,9,2008,2,0,52,3,0,1,0,2,1,NA,NA,0,NA,1,0,0,4,NA,1,NA
"3075",3075,512,2,1964,9,3,1,9,0,0,0,1,5,4000,97,3,8,1,1,2,2008,2,0,44,2,1,1,2,9,1,NA,0,1,4000,3,8,0,4,3,1,1
"3076",3076,512,2,1955,8,3,1,9,0,3,0,1,1,97,6000,1,0,5,1,1,2008,2,0,53,3,1,1,2,8,1,NA,0,0,6000,1,0,0,4,4,1,1
"3077",3077,512,2,1968,8,3,1,9,0,0,0,1,1,97,3000,1,0,1,1,2,2008,2,0,40,2,1,1,2,8,1,NA,0,1,3000,1,0,0,4,3,1,1
"3078",3078,512,2,1942,99,1,1,1,0,0,0,4,5,20000,97,1,0,5,1,1,2008,2,0,66,3,1,0,0,99,1,1,0,0,20000,1,0,0,4,4,1,1
"3079",3079,512,2,1963,5,2,1,9,0,0,0,1,5,8,97,3,8,1,2,2,2008,2,0,45,2,1,1,1,5,1,NA,0,1,NA,3,8,0,3,3,1,1
"3080",3080,512,2,1973,8,3,5,1,0,0,0,1,5,8,97,3,8,5,8,8,2008,2,0,35,2,1,1,2,8,0,1,0,0,NA,3,8,0,NA,NA,NA,NA
"3081",3081,512,2,1983,15,6,1,1,9,1,9,1,5,8,97,3,8,5,2,4,2008,2,0,25,1,1,1,4,15,1,1,NA,0,NA,3,8,0,3,1,1,0
"3082",3082,513,2,1955,6,2,5,1,0,0,0,4,5,20000,97,1,0,5,1,3,2008,2,0,53,3,1,0,1,6,0,1,0,0,20000,1,0,0,4,2,1,0
"3083",3083,513,1,1939,12,4,5,9,1,3,0,1,5,12000,97,6,2,7,1,1,2008,2,0,69,3,0,1,3,12,0,NA,1,NA,12000,6,2,1,4,4,1,1
"3084",3084,513,2,1970,9,3,5,9,0,0,0,1,5,9,97,0,0,7,2,2,2008,2,0,38,2,1,1,2,9,0,NA,0,NA,NA,0,0,0,3,3,1,1
"3085",3085,513,2,1990,11,4,5,9,0,0,0,5,5,8,97,0,0,7,2,2,2008,2,0,18,1,1,0,3,11,0,NA,0,NA,NA,0,0,0,3,3,1,1
"3086",3086,513,2,1938,3,2,1,1,0,0,0,1,5,8,97,99,99,5,1,1,2008,2,0,70,4,1,1,1,3,1,1,0,0,NA,99,99,NA,4,4,1,1
"3087",3087,513,1,1978,16,7,5,9,1,9,9,1,5,9,97,8,1,1,1,1,2008,2,0,30,2,0,1,4,16,0,NA,1,1,NA,8,1,1,4,4,1,1
"3088",3088,513,1,1985,9,3,1,1,0,0,0,1,5,9,97,2,10,5,2,8,2008,2,0,23,1,0,1,2,9,1,1,0,0,NA,2,10,0,3,NA,1,NA
"3089",3089,513,2,1986,9,3,5,9,0,0,0,1,5,15000,97,0,0,5,3,3,2008,2,0,22,1,1,1,2,9,0,NA,0,0,15000,0,0,0,2,2,0,0
"3090",3090,513,2,1978,12,5,5,9,0,3,0,1,5,60000,97,2,3,5,1,4,2008,2,0,30,2,1,1,3,12,0,NA,0,0,60000,2,3,1,4,1,1,0
"3091",3091,513,2,1960,0,1,1,9,0,0,0,1,1,97,3000,1,0,5,3,3,2008,2,0,48,2,1,1,0,0,1,NA,0,0,3000,1,0,0,2,2,0,0
"3092",3092,513,1,1944,0,1,5,9,0,0,0,4,1,97,3000,1,0,5,1,1,2008,2,0,64,3,0,0,0,0,0,NA,0,0,3000,1,0,0,4,4,1,1
"3093",3093,513,1,1938,9,3,5,9,1,3,0,4,1,97,11000,1,0,5,1,1,2008,2,0,70,4,0,0,2,9,0,NA,1,0,11000,1,0,0,4,4,1,1
"3094",3094,513,1,1954,2,1,1,9,0,0,0,4,1,97,2000,1,0,5,2,2,2008,2,0,54,3,0,0,0,2,1,NA,0,0,2000,1,0,0,3,3,1,1
"3095",3095,513,1,1963,8,3,1,9,0,0,0,1,1,97,10000,1,0,5,2,2,2008,2,0,45,2,0,1,2,8,1,NA,0,0,10000,1,0,0,3,3,1,1
"3096",3096,513,1,1953,0,1,1,9,0,0,0,1,1,97,10000,1,0,5,2,2,2008,2,0,55,3,0,1,0,0,1,NA,0,0,10000,1,0,0,3,3,1,1
"3097",3097,513,1,1956,5,2,1,9,0,0,0,5,1,97,750,1,0,7,1,1,2008,2,0,52,3,0,0,1,5,1,NA,0,NA,750,1,0,0,4,4,1,1
"3098",3098,513,2,1958,0,1,1,9,0,0,0,1,1,97,10000,1,0,5,2,1,2008,2,0,50,3,1,1,0,0,1,NA,0,0,10000,1,0,0,3,4,1,1
"3099",3099,513,2,1962,8,3,1,9,0,0,0,1,1,97,10000,1,0,5,1,2,2008,2,0,46,2,1,1,2,8,1,NA,0,0,10000,1,0,0,4,3,1,1
"3100",3100,513,2,1969,5,2,1,9,0,0,0,1,1,97,0,1,0,5,1,1,2008,2,0,39,2,1,1,1,5,1,NA,0,0,0,1,0,0,4,4,1,1
"3101",3101,513,1,1953,6,2,1,9,0,0,0,5,9,9,97,1,0,7,1,1,2008,2,0,55,3,0,0,1,6,1,NA,0,NA,NA,1,0,0,4,4,1,1
"3102",3102,513,2,1947,3,1,1,9,0,0,0,4,5,9,97,0,0,7,1,1,2008,2,0,61,3,1,0,0,3,1,NA,0,NA,NA,0,0,0,4,4,1,1
"3103",3103,513,1,1941,0,1,1,9,0,0,0,4,1,97,5000,1,0,7,1,2,2008,2,0,67,3,0,0,0,0,1,NA,0,NA,5000,1,0,0,4,3,1,1
"3104",3104,513,1,1951,6,2,1,9,0,0,0,1,1,97,3000,1,0,5,1,2,2008,2,0,57,3,0,1,1,6,1,NA,0,0,3000,1,0,0,4,3,1,1
"3105",3105,513,2,1940,0,1,1,9,0,0,0,4,5,10000,97,1,0,7,1,2,2008,2,0,68,3,1,0,0,0,1,NA,0,NA,10000,1,0,0,4,3,1,1
"3106",3106,513,1,1947,0,1,1,9,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,61,3,0,1,0,0,1,NA,0,0,NA,1,0,0,4,4,1,1
"3107",3107,513,1,1953,99,1,1,9,0,0,0,1,1,97,0,1,0,7,4,4,2008,2,0,55,3,0,1,0,99,1,NA,0,NA,0,1,0,0,1,1,0,0
"3108",3108,513,2,1973,6,2,1,9,0,0,0,1,1,97,9,1,0,5,3,3,2008,2,0,35,2,1,1,1,6,1,NA,0,0,NA,1,0,0,2,2,0,0
"3109",3109,513,2,1941,99,1,1,9,0,0,0,1,1,97,12000,1,0,7,4,4,2008,2,0,67,3,1,1,0,99,1,NA,0,NA,12000,1,0,0,1,1,0,0
"3110",3110,513,1,1950,6,2,1,9,0,0,0,1,1,97,3000,1,0,5,1,1,2008,2,0,58,3,0,1,1,6,1,NA,0,0,3000,1,0,0,4,4,1,1
"3111",3111,513,1,1950,6,1,1,9,0,0,0,1,1,97,4000,1,0,5,1,1,2008,2,0,58,3,0,1,0,6,1,NA,0,0,4000,1,0,0,4,4,1,1
"3112",3112,513,2,1966,7,2,1,9,0,0,0,1,5,15000,97,1,0,9,1,1,2008,2,0,42,2,1,1,1,7,1,NA,0,NA,15000,1,0,0,4,4,1,1
"3113",3113,513,1,1948,6,2,1,9,0,0,0,1,1,97,3000,1,0,5,3,3,2008,2,0,60,3,0,1,1,6,1,NA,0,0,3000,1,0,0,2,2,0,0
"3114",3114,513,1,1990,0,1,1,9,0,0,0,5,1,97,5000,1,0,5,1,1,2008,2,0,18,1,0,0,0,0,1,NA,0,0,5000,1,0,0,4,4,1,1
"3115",3115,513,1,1953,2,1,1,9,0,0,0,5,1,97,20000,1,0,5,2,2,2008,2,0,55,3,0,0,0,2,1,NA,0,0,20000,1,0,0,3,3,1,1
"3116",3116,513,2,1954,5,2,1,9,0,0,0,1,1,97,3000,1,0,5,1,1,2008,2,0,54,3,1,1,1,5,1,NA,0,0,3000,1,0,0,4,4,1,1
"3117",3117,513,2,1964,5,2,1,9,0,0,0,1,1,97,5000,1,0,1,1,1,2008,2,0,44,2,1,1,1,5,1,NA,0,1,5000,1,0,0,4,4,1,1
"3118",3118,513,2,1952,0,1,1,9,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,56,3,1,1,0,0,1,NA,0,0,NA,1,0,0,4,4,1,1
"3119",3119,513,2,1953,3,2,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,55,3,1,1,1,3,1,1,0,0,NA,1,0,0,4,4,1,1
"3120",3120,513,1,1947,6,2,1,9,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,61,3,0,1,1,6,1,NA,0,0,NA,1,0,0,4,4,1,1
"3121",3121,513,2,1945,0,1,1,1,0,0,0,4,1,97,500,1,0,7,1,3,2008,2,0,63,3,1,0,0,0,1,1,0,NA,500,1,0,0,4,2,1,0
"3122",3122,513,2,1971,9,3,1,7,0,3,0,1,1,97,3000,1,0,5,1,3,2008,2,0,37,2,1,1,2,9,1,0,0,0,3000,1,0,0,4,2,1,0
"3123",3123,513,2,1944,0,1,1,1,0,0,0,4,1,97,5000,1,0,7,1,2,2008,2,0,64,3,1,0,0,0,1,1,0,NA,5000,1,0,0,4,3,1,1
"3124",3124,513,1,1948,99,5,1,1,0,0,0,1,1,97,9,10,99,5,1,1,2008,2,0,60,3,0,1,3,99,1,1,0,0,NA,10,99,0,4,4,1,1
"3125",3125,513,2,1944,99,1,1,1,0,0,0,4,5,9,97,1,0,7,1,1,2008,2,0,64,3,1,0,0,99,1,1,0,NA,NA,1,0,0,4,4,1,1
"3126",3126,513,1,1956,6,2,1,1,0,0,0,1,1,97,10000,1,0,7,2,2,2008,2,0,52,3,0,1,1,6,1,1,0,NA,10000,1,0,0,3,3,1,1
"3127",3127,513,2,1944,2,1,1,9,0,0,0,1,1,97,0,1,0,7,1,3,2008,2,0,64,3,1,1,0,2,1,NA,0,NA,0,1,0,0,4,2,1,0
"3128",3128,513,2,1963,6,2,1,9,0,0,0,1,1,97,9,1,0,7,1,2,2008,2,0,45,2,1,1,1,6,1,NA,0,NA,NA,1,0,0,4,3,1,1
"3129",3129,522,1,1944,0,1,1,7,0,0,0,5,5,100,97,1,0,7,1,1,2008,2,0,64,3,0,0,0,0,1,0,0,NA,100,1,0,0,4,4,1,1
"3130",3130,522,2,1970,0,1,1,9,0,0,0,1,1,97,400,1,0,5,1,1,2008,2,0,38,2,1,1,0,0,1,NA,0,0,400,1,0,0,4,4,1,1
"3131",3131,522,2,1978,3,1,1,9,0,0,0,1,1,97,2000,0,0,5,1,1,2008,2,0,30,2,1,1,0,3,1,NA,0,0,2000,0,0,0,4,4,1,1
"3132",3132,522,2,1941,6,2,1,7,0,0,0,1,1,97,700,1,0,5,1,1,2008,2,0,67,3,1,1,1,6,1,0,0,0,700,1,0,0,4,4,1,1
"3133",3133,522,1,1956,8,3,1,7,0,0,0,1,1,97,8,1,0,7,1,2,2008,2,0,52,3,0,1,2,8,1,0,0,NA,NA,1,0,0,4,3,1,1
"3134",3134,522,1,1942,10,3,1,7,0,0,0,1,1,97,8,0,0,5,1,1,2008,2,0,66,3,0,1,2,10,1,0,0,0,NA,0,0,0,4,4,1,1
"3135",3135,522,1,1961,0,1,1,7,0,0,0,1,1,97,8,1,0,7,1,1,2008,2,0,47,2,0,1,0,0,1,0,0,NA,NA,1,0,0,4,4,1,1
"3136",3136,522,1,1954,5,2,1,7,0,0,0,1,1,97,0,1,0,5,1,2,2008,2,0,54,3,0,1,1,5,1,0,0,0,0,1,0,0,4,3,1,1
"3137",3137,522,2,1948,0,1,1,7,0,0,0,1,1,97,5500,1,0,9,1,3,2008,2,0,60,3,1,1,0,0,1,0,0,NA,5500,1,0,0,4,2,1,0
"3138",3138,522,1,1952,6,2,1,7,0,0,0,1,1,97,5000,1,0,5,2,2,2008,2,0,56,3,0,1,1,6,1,0,0,0,5000,1,0,0,3,3,1,1
"3139",3139,522,1,1942,6,2,1,7,0,0,0,4,1,97,2580,1,0,5,1,2,2008,2,0,66,3,0,0,1,6,1,0,0,0,2580,1,0,0,4,3,1,1
"3140",3140,522,1,1938,4,2,1,7,0,0,0,4,5,6000,97,0,0,9,1,2,2008,2,0,70,4,0,0,1,4,1,0,0,NA,6000,0,0,0,4,3,1,1
"3141",3141,522,2,1986,10,4,1,9,0,1,0,5,1,97,8000,10,10,5,1,2,2008,2,0,22,1,1,0,3,10,1,NA,0,0,8000,10,10,0,4,3,1,1
"3142",3142,522,1,1954,0,1,1,9,0,0,0,1,1,97,7800,0,0,5,2,2,2008,2,0,54,3,0,1,0,0,1,NA,0,0,7800,0,0,0,3,3,1,1
"3143",3143,522,1,1950,99,2,1,9,0,0,0,1,1,97,1000,0,0,5,2,3,2008,2,0,58,3,0,1,1,99,1,NA,0,0,1000,0,0,0,3,2,1,0
"3144",3144,522,1,1986,9,3,1,9,0,3,0,3,1,97,9000,0,0,5,2,2,2008,2,0,22,1,0,0,2,9,1,NA,0,0,9000,0,0,0,3,3,1,1
"3145",3145,522,2,1940,0,1,1,9,0,0,0,4,1,97,1450,0,0,9,1,8,2008,2,0,68,3,1,0,0,0,1,NA,0,NA,1450,0,0,0,4,NA,1,NA
"3146",3146,522,2,1954,5,1,1,9,0,0,0,1,1,97,0,0,0,5,2,2,2008,2,0,54,3,1,1,0,5,1,NA,0,0,0,0,0,0,3,3,1,1
